type,value,time
T,3544.0000,1.0546
E,-0.0590,1.0562
E,-0.0800,1.0594
T,3555.0000,1.0596
E,-0.1000,1.0625
T,3565.0000,1.0646
E,-0.1200,1.0656
E,-0.1410,1.0688
T,3575.0000,1.0696
E,-0.1590,1.0719
T,3584.0000,1.0746
E,-0.1780,1.0750
E,-0.1980,1.0781
T,3595.0000,1.0796
E,-0.2180,1.0813
E,-0.2390,1.0844
T,3605.0000,1.0846
E,-0.2610,1.0875
T,3615.0000,1.0896
E,-0.2830,1.0906
E,-0.3030,1.0938
T,3626.0000,1.0946
E,-0.3240,1.0969
T,3636.0000,1.0996
E,-0.3460,1.1000
E,-0.3670,1.1031
T,3646.0000,1.1046
E,-0.3880,1.1063
E,-0.4070,1.1094
T,3656.0000,1.1096
E,-0.4270,1.1125
T,3666.0000,1.1146
E,-0.4470,1.1156
E,-0.4650,1.1188
T,3676.0000,1.1196
E,-0.4850,1.1219
T,3686.0000,1.1246
E,-0.5050,1.1250
E,-0.5250,1.1281
T,3696.0000,1.1296
E,-0.5460,1.1313
E,-0.5660,1.1344
T,3706.0000,1.1346
E,-0.5850,1.1375
T,3716.0000,1.1396
E,-0.6040,1.1406
E,-0.6230,1.1437
T,3726.0000,1.1446
E,-0.6420,1.1469
T,3735.0000,1.1496
E,-0.6600,1.1500
E,-0.6790,1.1531
T,3744.0000,1.1546
E,-0.6970,1.1563
E,-0.7130,1.1594
T,3753.0000,1.1596
E,-0.7310,1.1625
T,3762.0000,1.1646
E,-0.7470,1.1656
E,-0.7640,1.1688
T,3771.0000,1.1696
E,-0.7810,1.1719
T,3779.0000,1.1746
E,-0.7980,1.1750
E,-0.8150,1.1781
T,3788.0000,1.1796
E,-0.8320,1.1813
E,-0.8480,1.1844
T,3796.0000,1.1846
E,-0.8640,1.1875
T,3805.0000,1.1896
E,-0.8780,1.1906
E,-0.8930,1.1938
T,3813.0000,1.1946
E,-0.9070,1.1969
T,3820.0000,1.1996
E,-0.9200,1.2000
E,-0.9330,1.2031
T,3827.0000,1.2046
E,-0.9480,1.2063
E,-0.9610,1.2094
T,3834.0000,1.2096
E,-0.9730,1.2125
T,3841.0000,1.2146
E,-0.9830,1.2156
E,-0.9960,1.2188
T,3847.0000,1.2196
E,-1.0080,1.2219
T,3853.0000,1.2246
E,-1.0200,1.2250
E,-1.0310,1.2281
T,3859.0000,1.2296
E,-1.0420,1.2313
E,-1.0550,1.2344
T,3866.0000,1.2346
E,-1.0660,1.2375
T,3872.0000,1.2396
E,-1.0760,1.2406
E,-1.0860,1.2437
T,3877.0000,1.2446
E,-1.0960,1.2469
T,3882.0000,1.2496
E,-1.1050,1.2500
E,-1.1150,1.2531
T,3887.0000,1.2546
E,-1.1240,1.2563
E,-1.1320,1.2594
T,3892.0000,1.2596
E,-1.1390,1.2625
T,3896.0000,1.2645
E,-1.1460,1.2656
E,-1.1530,1.2688
T,3899.0000,1.2696
E,-1.1600,1.2719
T,3902.0000,1.2745
E,-1.1660,1.2750
E,-1.1720,1.2781
T,3906.0000,1.2796
E,-1.1770,1.2813
E,-1.1830,1.2844
T,3909.0000,1.2845
E,-1.1880,1.2875
T,3911.0000,1.2895
E,-1.1940,1.2906
E,-1.1990,1.2938
T,3914.0000,1.2945
E,-1.2040,1.2969
T,3916.0000,1.2995
E,-1.2080,1.3000
E,-1.2110,1.3031
T,3918.0000,1.3045
E,-1.2140,1.3062
E,-1.2170,1.3094
T,3919.0000,1.3095
E,-1.2200,1.3125
T,3920.0000,1.3145
E,-1.2210,1.3156
E,-1.2230,1.3188
T,3921.0000,1.3195
E,-1.2240,1.3219
T,3921.0000,1.3245
E,-1.2250,1.3250
E,-1.2260,1.3281
T,3922.0000,1.3295
E,-1.2260,1.3313
E,-1.2270,1.3344
T,3922.0000,1.3345
E,-1.2270,1.3375
T,3922.0000,1.3395
E,-1.2270,1.3406
E,-1.2270,1.3438
T,3921.0000,1.3445
E,-1.2270,1.3469
E,-1.2270,1.3500
T,3921.0000,1.3502
E,-1.2270,1.3531
T,3919.0000,1.3545
E,-1.2260,1.3563
E,-1.2240,1.3594
T,3918.0000,1.3595
E,-1.2240,1.3625
T,3915.0000,1.3645
E,-1.2220,1.3656
E,-1.2210,1.3688
T,3912.0000,1.3695
E,-1.2180,1.3719
T,3910.0000,1.3745
E,-1.2160,1.3750
E,-1.2130,1.3781
T,3907.0000,1.3795
E,-1.2090,1.3813
E,-1.2050,1.3844
T,3903.0000,1.3845
E,-1.2000,1.3875
T,3899.0000,1.3895
E,-1.1920,1.3906
E,-1.1850,1.3938
T,3895.0000,1.3945
E,-1.1760,1.3969
T,3890.0000,1.3995
E,-1.1670,1.4000
E,-1.1580,1.4031
T,3886.0000,1.4045
E,-1.1490,1.4063
E,-1.1400,1.4094
T,3880.0000,1.4095
E,-1.1300,1.4125
T,3875.0000,1.4145
E,-1.1190,1.4156
E,-1.1080,1.4188
T,3869.0000,1.4195
E,-1.0980,1.4219
T,3863.0000,1.4245
E,-1.0870,1.4250
E,-1.0740,1.4281
T,3857.0000,1.4295
E,-1.0620,1.4313
E,-1.0510,1.4344
T,3850.0000,1.4345
E,-1.0390,1.4375
T,3844.0000,1.4395
E,-1.0270,1.4406
E,-1.0140,1.4438
T,3837.0000,1.4445
E,-1.0020,1.4469
T,3830.0000,1.4495
E,-0.9890,1.4500
E,-0.9760,1.4531
T,3823.0000,1.4545
E,-0.9620,1.4563
E,-0.9480,1.4594
T,3816.0000,1.4595
E,-0.9340,1.4625
T,3808.0000,1.4645
E,-0.9200,1.4656
E,-0.9050,1.4688
T,3800.0000,1.4695
E,-0.8910,1.4719
T,3792.0000,1.4745
E,-0.8750,1.4750
E,-0.8590,1.4781
T,3784.0000,1.4795
E,-0.8410,1.4813
E,-0.8250,1.4844
T,3774.0000,1.4845
E,-0.8070,1.4875
T,3766.0000,1.4895
E,-0.7910,1.4906
E,-0.7730,1.4938
T,3756.0000,1.4945
E,-0.7570,1.4969
T,3747.0000,1.4995
E,-0.7410,1.5000
E,-0.7230,1.5031
T,3739.0000,1.5045
E,-0.7070,1.5063
E,-0.6900,1.5094
T,3730.0000,1.5095
E,-0.6730,1.5125
T,3721.0000,1.5145
E,-0.6560,1.5156
E,-0.6390,1.5188
T,3711.0000,1.5195
E,-0.6210,1.5219
T,3701.0000,1.5245
E,-0.6030,1.5250
E,-0.5850,1.5281
T,3691.0000,1.5295
E,-0.5660,1.5313
E,-0.5470,1.5344
T,3681.0000,1.5345
E,-0.5280,1.5375
T,3671.0000,1.5395
E,-0.5100,1.5406
E,-0.4900,1.5438
T,3661.0000,1.5445
E,-0.4700,1.5469
T,3651.0000,1.5495
E,-0.4520,1.5500
E,-0.4340,1.5531
T,3641.0000,1.5545
E,-0.4160,1.5563
E,-0.3980,1.5594
T,3631.0000,1.5595
E,-0.3780,1.5625
T,3621.0000,1.5645
E,-0.3600,1.5656
E,-0.3400,1.5688
T,3611.0000,1.5695
E,-0.3200,1.5719
T,3600.0000,1.5745
E,-0.3000,1.5750
E,-0.2810,1.5781
T,3590.0000,1.5795
E,-0.2630,1.5813
E,-0.2440,1.5844
T,3579.0000,1.5845
E,-0.2250,1.5875
T,3569.0000,1.5895
E,-0.2060,1.5906
E,-0.1870,1.5938
T,3559.0000,1.5944
E,-0.1680,1.5969
T,3549.0000,1.5994
E,-0.1500,1.6000
E,-0.1320,1.6031
T,3539.0000,1.6044
E,-0.1140,1.6063
E,-0.0960,1.6094
T,3529.0000,1.6094
E,-0.0770,1.6125
T,3518.0000,1.6144
E,-0.0570,1.6156
E,-0.0380,1.6188
T,3508.0000,1.6194
E,-0.0180,1.6219
T,3498.0000,1.6244
E,0.0010,1.6250
E,0.0190,1.6281
T,3487.0000,1.6294
E,0.0380,1.6313
E,0.0560,1.6344
T,3478.0000,1.6344
E,0.0760,1.6375
T,3468.0000,1.6394
E,0.0940,1.6406
E,0.1120,1.6438
T,3459.0000,1.6444
E,0.1310,1.6469
T,3449.0000,1.6494
E,0.1480,1.6500
E,0.1660,1.6531
T,3440.0000,1.6544
E,0.1830,1.6563
E,0.2000,1.6594
T,3431.0000,1.6594
E,0.2180,1.6625
T,3422.0000,1.6644
E,0.2350,1.6656
E,0.2530,1.6688
T,3412.0000,1.6701
E,0.2700,1.6719
T,3404.0000,1.6744
E,0.2860,1.6750
E,0.3010,1.6781
T,3396.0000,1.6794
E,0.3170,1.6812
E,0.3320,1.6844
T,3389.0000,1.6844
E,0.3470,1.6875
T,3380.0000,1.6894
E,0.3620,1.6906
E,0.3750,1.6938
T,3373.0000,1.6944
E,0.3890,1.6969
T,3366.0000,1.6994
E,0.4050,1.7000
E,0.4210,1.7031
T,3358.0000,1.7044
E,0.4340,1.7062
E,0.4490,1.7094
T,3351.0000,1.7094
E,0.4620,1.7125
T,3344.0000,1.7144
E,0.4770,1.7156
E,0.4890,1.7188
T,3337.0000,1.7194
E,0.5000,1.7219
T,3331.0000,1.7244
E,0.5140,1.7250
E,0.5270,1.7281
T,3324.0000,1.7294
E,0.5390,1.7313
E,0.5480,1.7344
T,3319.0000,1.7344
E,0.5590,1.7375
T,3314.0000,1.7394
E,0.5700,1.7406
E,0.5800,1.7437
T,3308.0000,1.7444
E,0.5880,1.7469
T,3303.0000,1.7494
E,0.5970,1.7500
E,0.6060,1.7531
T,3299.0000,1.7544
E,0.6150,1.7563
T,3294.0000,1.7594
E,0.6240,1.7594
E,0.6330,1.7625
T,3290.0000,1.7644
E,0.6410,1.7656
E,0.6490,1.7688
T,3286.0000,1.7694
E,0.6570,1.7719
T,3282.0000,1.7744
E,0.6650,1.7750
E,0.6720,1.7781
T,3279.0000,1.7794
E,0.6790,1.7813
T,3276.0000,1.7843
E,0.6840,1.7844
E,0.6900,1.7875
T,3273.0000,1.7894
E,0.6960,1.7906
E,0.7010,1.7938
T,3270.0000,1.7944
E,0.7050,1.7969
T,3268.0000,1.7993
E,0.7100,1.8000
E,0.7150,1.8031
T,3266.0000,1.8044
E,0.7170,1.8062
T,3265.0000,1.8093
E,0.7200,1.8094
E,0.7220,1.8125
T,3264.0000,1.8143
E,0.7230,1.8156
E,0.7260,1.8188
T,3263.0000,1.8193
E,0.7270,1.8219
T,3263.0000,1.8243
E,0.7270,1.8250
E,0.7280,1.8281
T,3262.0000,1.8293
E,0.7280,1.8312
T,3262.0000,1.8343
E,0.7280,1.8344
E,0.7280,1.8375
T,3262.0000,1.8393
E,0.7280,1.8406
E,0.7280,1.8438
T,3263.0000,1.8443
E,0.7280,1.8469
T,3263.0000,1.8493
E,0.7270,1.8500
E,0.7250,1.8531
T,3265.0000,1.8543
E,0.7230,1.8563
T,3267.0000,1.8593
E,0.7210,1.8594
E,0.7190,1.8625
T,3269.0000,1.8643
E,0.7180,1.8656
E,0.7160,1.8688
T,3272.0000,1.8693
E,0.7150,1.8719
T,3275.0000,1.8743
E,0.7140,1.8750
E,0.7120,1.8781
T,3279.0000,1.8793
E,0.7120,1.8813
T,3283.0000,1.8843
E,0.7110,1.8844
E,0.7110,1.8875
T,3286.0000,1.8893
E,0.7110,1.8906
E,0.7100,1.8938
T,3291.0000,1.8943
E,0.7100,1.8969
T,3295.0000,1.8993
E,0.7100,1.9000
E,0.7100,1.9031
T,3300.0000,1.9043
E,0.7100,1.9063
T,3304.0000,1.9093
E,0.7100,1.9094
E,0.7090,1.9125
T,3309.0000,1.9143
E,0.7010,1.9156
E,0.6920,1.9187
T,3314.0000,1.9193
E,0.6800,1.9219
T,3321.0000,1.9243
E,0.6680,1.9250
E,0.6580,1.9281
T,3326.0000,1.9293
E,0.6460,1.9313
T,3333.0000,1.9343
E,0.6320,1.9344
E,0.6200,1.9375
T,3339.0000,1.9393
E,0.6080,1.9406
E,0.5950,1.9438
T,3346.0000,1.9443
E,0.5780,1.9469
T,3353.0000,1.9493
E,0.5640,1.9500
E,0.5490,1.9531
T,3361.0000,1.9543
E,0.5330,1.9563
T,3369.0000,1.9593
E,0.5170,1.9594
E,0.5020,1.9625
T,3377.0000,1.9643
E,0.4860,1.9656
E,0.4700,1.9687
T,3385.0000,1.9693
E,0.4540,1.9719
T,3393.0000,1.9743
E,0.4390,1.9750
E,0.4240,1.9781
T,3401.0000,1.9793
E,0.4070,1.9813
T,3409.0000,1.9843
E,0.3910,1.9844
E,0.3740,1.9875
T,3419.0000,1.9900
E,0.3560,1.9906
E,0.3390,1.9937
T,3426.0000,1.9943
E,0.3200,1.9969
T,3435.0000,1.9993
E,0.3020,2.0000
E,0.2820,2.0031
T,3445.0000,2.0043
E,0.2630,2.0062
T,3454.0000,2.0093
E,0.2440,2.0094
E,0.2230,2.0125
T,3464.0000,2.0143
E,0.2030,2.0156
E,0.1850,2.0187
T,3474.0000,2.0193
E,0.1650,2.0219
T,3483.0000,2.0243
E,0.1450,2.0250
E,0.1250,2.0281
T,3493.0000,2.0293
E,0.1050,2.0313
T,3503.0000,2.0343
E,0.0860,2.0344
E,0.0670,2.0375
T,3512.0000,2.0393
E,0.0480,2.0406
E,0.0270,2.0438
T,3523.0000,2.0443
E,0.0060,2.0469
T,3533.0000,2.0493
E,-0.0140,2.0500
E,-0.0340,2.0531
T,3543.0000,2.0543
E,-0.0560,2.0563
T,3554.0000,2.0593
E,-0.0760,2.0594
E,-0.0970,2.0625
T,3564.0000,2.0643
E,-0.1180,2.0656
E,-0.1380,2.0688
T,3574.0000,2.0693
E,-0.1590,2.0719
T,3584.0000,2.0743
E,-0.1800,2.0750
E,-0.2000,2.0781
T,3594.0000,2.0793
E,-0.2210,2.0813
T,3604.0000,2.0842
E,-0.2410,2.0844
E,-0.2610,2.0875
T,3614.0000,2.0892
E,-0.2810,2.0906
E,-0.3030,2.0938
T,3625.0000,2.0942
E,-0.3240,2.0969
T,3635.0000,2.0993
E,-0.3450,2.1000
E,-0.3650,2.1031
T,3645.0000,2.1042
E,-0.3850,2.1063
T,3655.0000,2.1092
