type,value,time
T,3777.0000,1.0538
E,-0.8680,1.0563
T,3786.0000,1.0588
E,-0.8850,1.0594
E,-0.9020,1.0625
T,3795.0000,1.0638
E,-0.9180,1.0656
E,-0.9340,1.0687
T,3803.0000,1.0688
E,-0.9490,1.0719
T,3811.0000,1.0738
E,-0.9640,1.0750
E,-0.9790,1.0781
T,3819.0000,1.0788
E,-0.9940,1.0813
T,3826.0000,1.0838
E,-1.0070,1.0844
E,-1.0200,1.0875
T,3833.0000,1.0888
E,-1.0340,1.0906
E,-1.0440,1.0937
T,3839.0000,1.0938
E,-1.0570,1.0969
T,3846.0000,1.0988
E,-1.0690,1.1000
E,-1.0810,1.1031
T,3852.0000,1.1038
E,-1.0910,1.1062
T,3858.0000,1.1088
E,-1.1030,1.1094
E,-1.1150,1.1125
T,3865.0000,1.1138
E,-1.1270,1.1156
E,-1.1390,1.1188
T,3871.0000,1.1188
E,-1.1490,1.1219
T,3876.0000,1.1238
E,-1.1590,1.1250
E,-1.1690,1.1281
T,3882.0000,1.1287
E,-1.1780,1.1312
T,3886.0000,1.1337
E,-1.1860,1.1344
E,-1.1940,1.1375
T,3891.0000,1.1387
E,-1.2010,1.1406
T,3895.0000,1.1437
E,-1.2080,1.1437
E,-1.2160,1.1469
T,3899.0000,1.1487
E,-1.2230,1.1500
E,-1.2300,1.1531
T,3902.0000,1.1537
E,-1.2360,1.1562
T,3906.0000,1.1587
E,-1.2420,1.1594
E,-1.2460,1.1625
T,3908.0000,1.1637
E,-1.2510,1.1656
T,3911.0000,1.1687
E,-1.2550,1.1688
E,-1.2600,1.1719
T,3913.0000,1.1737
E,-1.2640,1.1750
E,-1.2680,1.1781
T,3915.0000,1.1787
E,-1.2720,1.1812
T,3917.0000,1.1837
E,-1.2750,1.1844
E,-1.2790,1.1875
T,3919.0000,1.1887
E,-1.2820,1.1906
T,3920.0000,1.1937
E,-1.2830,1.1938
E,-1.2850,1.1969
T,3921.0000,1.1987
E,-1.2860,1.2000
E,-1.2860,1.2031
T,3921.0000,1.2037
E,-1.2870,1.2062
T,3921.0000,1.2087
E,-1.2880,1.2094
E,-1.2880,1.2125
T,3921.0000,1.2137
E,-1.2890,1.2156
T,3921.0000,1.2187
E,-1.2890,1.2188
E,-1.2890,1.2219
T,3921.0000,1.2237
E,-1.2890,1.2250
E,-1.2890,1.2281
T,3921.0000,1.2287
E,-1.2880,1.2313
T,3920.0000,1.2337
E,-1.2870,1.2344
E,-1.2860,1.2375
T,3919.0000,1.2387
E,-1.2840,1.2406
T,3916.0000,1.2437
E,-1.2810,1.2437
E,-1.2780,1.2469
T,3914.0000,1.2487
E,-1.2750,1.2500
E,-1.2720,1.2531
T,3911.0000,1.2537
E,-1.2670,1.2562
T,3907.0000,1.2587
E,-1.2630,1.2594
E,-1.2570,1.2625
T,3904.0000,1.2637
E,-1.2500,1.2656
T,3900.0000,1.2687
E,-1.2430,1.2688
E,-1.2350,1.2719
T,3895.0000,1.2738
E,-1.2270,1.2750
E,-1.2200,1.2781
T,3891.0000,1.2787
E,-1.2120,1.2812
T,3886.0000,1.2837
E,-1.2030,1.2844
E,-1.1940,1.2875
T,3881.0000,1.2887
E,-1.1850,1.2906
T,3876.0000,1.2937
E,-1.1750,1.2938
E,-1.1650,1.2969
T,3870.0000,1.2987
E,-1.1530,1.3000
E,-1.1420,1.3031
T,3864.0000,1.3037
E,-1.1330,1.3062
T,3858.0000,1.3087
E,-1.1220,1.3094
E,-1.1110,1.3125
T,3852.0000,1.3137
E,-1.0980,1.3156
T,3845.0000,1.3187
E,-1.0860,1.3187
E,-1.0740,1.3219
T,3838.0000,1.3237
E,-1.0610,1.3250
E,-1.0490,1.3281
T,3832.0000,1.3287
E,-1.0370,1.3312
T,3825.0000,1.3337
E,-1.0230,1.3344
E,-1.0090,1.3375
T,3817.0000,1.3387
E,-0.9950,1.3406
T,3810.0000,1.3437
E,-0.9810,1.3438
E,-0.9660,1.3469
T,3801.0000,1.3487
E,-0.9510,1.3500
E,-0.9360,1.3531
T,3793.0000,1.3537
E,-0.9200,1.3562
T,3785.0000,1.3587
E,-0.9060,1.3594
E,-0.8890,1.3625
T,3776.0000,1.3637
E,-0.8710,1.3656
T,3767.0000,1.3687
E,-0.8550,1.3688
E,-0.8380,1.3719
T,3758.0000,1.3737
E,-0.8210,1.3750
E,-0.8030,1.3781
T,3749.0000,1.3787
E,-0.7850,1.3812
T,3740.0000,1.3837
E,-0.7690,1.3844
E,-0.7510,1.3875
T,3731.0000,1.3887
E,-0.7340,1.3906
T,3722.0000,1.3937
E,-0.7160,1.3938
E,-0.6990,1.3969
T,3713.0000,1.3987
E,-0.6800,1.4000
E,-0.6610,1.4031
T,3703.0000,1.4037
E,-0.6420,1.4062
T,3693.0000,1.4087
E,-0.6220,1.4094
E,-0.6000,1.4125
T,3683.0000,1.4137
E,-0.5820,1.4156
T,3673.0000,1.4187
E,-0.5610,1.4188
E,-0.5410,1.4219
T,3663.0000,1.4237
E,-0.5220,1.4250
E,-0.5020,1.4281
T,3653.0000,1.4287
E,-0.4820,1.4312
T,3643.0000,1.4336
E,-0.4620,1.4344
E,-0.4420,1.4375
T,3633.0000,1.4386
E,-0.4220,1.4406
T,3623.0000,1.4436
E,-0.4010,1.4438
E,-0.3800,1.4469
T,3613.0000,1.4486
E,-0.3590,1.4500
E,-0.3380,1.4531
T,3602.0000,1.4536
E,-0.3160,1.4562
T,3592.0000,1.4586
E,-0.2940,1.4594
E,-0.2730,1.4625
T,3582.0000,1.4636
E,-0.2510,1.4656
T,3571.0000,1.4686
E,-0.2290,1.4688
E,-0.2080,1.4719
T,3561.0000,1.4736
E,-0.1870,1.4750
E,-0.1670,1.4781
T,3551.0000,1.4786
E,-0.1470,1.4812
T,3541.0000,1.4836
E,-0.1250,1.4844
E,-0.1050,1.4875
T,3531.0000,1.4886
E,-0.0850,1.4906
T,3521.0000,1.4936
E,-0.0650,1.4937
E,-0.0440,1.4969
T,3510.0000,1.4986
E,-0.0220,1.5000
E,-0.0010,1.5031
T,3499.0000,1.5036
E,0.0210,1.5062
T,3489.0000,1.5086
E,0.0420,1.5094
E,0.0620,1.5125
T,3480.0000,1.5136
E,0.0810,1.5156
T,3470.0000,1.5186
E,0.0990,1.5187
E,0.1180,1.5219
T,3461.0000,1.5236
E,0.1370,1.5250
E,0.1550,1.5281
T,3452.0000,1.5286
E,0.1730,1.5312
T,3443.0000,1.5336
E,0.1920,1.5344
E,0.2100,1.5375
T,3433.0000,1.5386
E,0.2290,1.5406
T,3424.0000,1.5436
E,0.2470,1.5438
E,0.2640,1.5469
T,3415.0000,1.5486
E,0.2810,1.5500
E,0.2990,1.5531
T,3406.0000,1.5536
E,0.3160,1.5562
T,3398.0000,1.5586
E,0.3310,1.5594
E,0.3470,1.5625
T,3390.0000,1.5636
E,0.3630,1.5656
T,3382.0000,1.5686
E,0.3780,1.5687
E,0.3940,1.5719
T,3375.0000,1.5736
E,0.4100,1.5750
E,0.4250,1.5781
T,3367.0000,1.5786
E,0.4410,1.5812
T,3359.0000,1.5836
E,0.4570,1.5844
E,0.4720,1.5875
T,3352.0000,1.5886
E,0.4870,1.5906
T,3344.0000,1.5937
E,0.5030,1.5938
E,0.5150,1.5969
T,3338.0000,1.5986
E,0.5290,1.6000
E,0.5440,1.6031
T,3331.0000,1.6036
E,0.5560,1.6062
T,3325.0000,1.6086
E,0.5680,1.6094
E,0.5810,1.6125
T,3319.0000,1.6136
E,0.5920,1.6156
T,3315.0000,1.6186
E,0.6010,1.6188
E,0.6100,1.6219
T,3309.0000,1.6236
E,0.6210,1.6250
E,0.6300,1.6281
T,3305.0000,1.6286
E,0.6410,1.6313
T,3300.0000,1.6336
E,0.6500,1.6344
E,0.6590,1.6375
T,3295.0000,1.6386
E,0.6670,1.6406
T,3290.0000,1.6436
E,0.6750,1.6437
E,0.6830,1.6469
T,3286.0000,1.6486
E,0.6910,1.6500
E,0.6990,1.6531
T,3283.0000,1.6535
E,0.7060,1.6562
T,3280.0000,1.6586
E,0.7120,1.6594
E,0.7190,1.6625
T,3276.0000,1.6636
E,0.7250,1.6656
T,3273.0000,1.6686
E,0.7310,1.6688
E,0.7360,1.6719
T,3271.0000,1.6736
E,0.7410,1.6750
E,0.7450,1.6781
T,3268.0000,1.6786
E,0.7500,1.6813
T,3267.0000,1.6836
E,0.7520,1.6844
E,0.7560,1.6875
T,3265.0000,1.6886
E,0.7580,1.6906
T,3264.0000,1.6936
E,0.7590,1.6938
E,0.7610,1.6969
T,3263.0000,1.6986
E,0.7630,1.7000
E,0.7630,1.7031
T,3263.0000,1.7036
E,0.7630,1.7062
T,3262.0000,1.7085
E,0.7650,1.7094
E,0.7650,1.7125
T,3262.0000,1.7136
E,0.7650,1.7156
T,3262.0000,1.7186
E,0.7650,1.7188
E,0.7650,1.7219
T,3263.0000,1.7236
E,0.7650,1.7250
E,0.7640,1.7281
T,3263.0000,1.7285
E,0.7620,1.7312
T,3265.0000,1.7335
E,0.7600,1.7344
E,0.7580,1.7375
T,3266.0000,1.7385
E,0.7540,1.7406
T,3269.0000,1.7436
E,0.7500,1.7437
E,0.7450,1.7469
T,3271.0000,1.7485
E,0.7410,1.7500
E,0.7360,1.7531
T,3274.0000,1.7535
E,0.7290,1.7562
T,3277.0000,1.7585
E,0.7230,1.7594
E,0.7160,1.7625
T,3281.0000,1.7635
E,0.7080,1.7656
T,3285.0000,1.7685
E,0.7000,1.7687
E,0.6900,1.7719
T,3290.0000,1.7735
E,0.6820,1.7750
E,0.6730,1.7781
T,3294.0000,1.7785
E,0.6650,1.7812
T,3299.0000,1.7835
E,0.6560,1.7844
E,0.6460,1.7875
T,3304.0000,1.7885
E,0.6360,1.7906
T,3309.0000,1.7935
E,0.6250,1.7938
E,0.6160,1.7969
T,3314.0000,1.7985
E,0.6050,1.8000
E,0.5940,1.8031
T,3320.0000,1.8035
E,0.5830,1.8063
T,3326.0000,1.8085
E,0.5700,1.8094
E,0.5590,1.8125
T,3332.0000,1.8135
E,0.5480,1.8156
T,3339.0000,1.8185
E,0.5320,1.8188
E,0.5180,1.8219
T,3346.0000,1.8235
E,0.5050,1.8250
E,0.4930,1.8281
T,3352.0000,1.8285
E,0.4770,1.8312
T,3360.0000,1.8335
E,0.4620,1.8344
E,0.4460,1.8375
T,3368.0000,1.8385
E,0.4300,1.8406
T,3376.0000,1.8435
E,0.4140,1.8438
E,0.4000,1.8469
T,3384.0000,1.8485
E,0.3840,1.8500
E,0.3670,1.8531
T,3392.0000,1.8535
E,0.3530,1.8562
T,3400.0000,1.8585
E,0.3370,1.8594
E,0.3200,1.8625
T,3408.0000,1.8635
E,0.3040,1.8656
T,3416.0000,1.8685
E,0.2870,1.8688
E,0.2710,1.8719
T,3425.0000,1.8735
E,0.2530,1.8750
E,0.2350,1.8781
T,3435.0000,1.8785
E,0.2180,1.8812
T,3444.0000,1.8835
E,0.1990,1.8844
E,0.1800,1.8875
T,3453.0000,1.8885
E,0.1600,1.8906
T,3463.0000,1.8935
E,0.1410,1.8938
E,0.1210,1.8969
T,3472.0000,1.8985
E,0.1030,1.9000
E,0.0850,1.9031
T,3482.0000,1.9035
E,0.0650,1.9062
T,3491.0000,1.9085
E,0.0460,1.9094
E,0.0260,1.9125
T,3501.0000,1.9135
E,0.0080,1.9156
T,3511.0000,1.9185
E,-0.0120,1.9188
E,-0.0330,1.9219
T,3521.0000,1.9235
E,-0.0540,1.9250
E,-0.0750,1.9281
T,3532.0000,1.9285
E,-0.0960,1.9312
T,3542.0000,1.9335
E,-0.1170,1.9344
E,-0.1390,1.9375
T,3553.0000,1.9385
E,-0.1590,1.9406
T,3563.0000,1.9435
E,-0.1790,1.9437
E,-0.2000,1.9469
T,3572.0000,1.9485
E,-0.2190,1.9500
E,-0.2390,1.9531
T,3583.0000,1.9535
E,-0.2590,1.9562
T,3592.0000,1.9584
E,-0.2780,1.9594
E,-0.2980,1.9625
T,3602.0000,1.9634
E,-0.3200,1.9656
T,3613.0000,1.9684
E,-0.3410,1.9688
E,-0.3620,1.9719
T,3623.0000,1.9734
E,-0.3830,1.9750
E,-0.4040,1.9781
T,3634.0000,1.9784
E,-0.4250,1.9812
T,3644.0000,1.9834
E,-0.4440,1.9844
E,-0.4650,1.9875
T,3654.0000,1.9884
E,-0.4840,1.9906
T,3664.0000,1.9934
E,-0.5030,1.9938
E,-0.5230,1.9969
T,3674.0000,1.9984
E,-0.5420,2.0000
E,-0.5620,2.0031
T,3684.0000,2.0034
E,-0.5810,2.0062
T,3693.0000,2.0084
E,-0.6000,2.0094
E,-0.6210,2.0125
T,3704.0000,2.0135
E,-0.6390,2.0156
T,3714.0000,2.0185
E,-0.6600,2.0188
E,-0.6790,2.0219
T,3723.0000,2.0234
E,-0.6960,2.0250
E,-0.7140,2.0281
T,3733.0000,2.0284
E,-0.7320,2.0312
T,3742.0000,2.0334
E,-0.7500,2.0344
E,-0.7680,2.0375
T,3751.0000,2.0384
E,-0.7850,2.0406
T,3760.0000,2.0434
E,-0.8040,2.0437
E,-0.8200,2.0469
T,3768.0000,2.0484
E,-0.8380,2.0500
E,-0.8550,2.0531
T,3777.0000,2.0534
E,-0.8720,2.0562
T,3786.0000,2.0584
E,-0.8890,2.0594
E,-0.9060,2.0625
T,3794.0000,2.0635
E,-0.9220,2.0656
T,3803.0000,2.0684
E,-0.9380,2.0688
E,-0.9530,2.0719
T,3811.0000,2.0734
E,-0.9690,2.0750
E,-0.9830,2.0781
T,3819.0000,2.0784
E,-0.9970,2.0812
T,3825.0000,2.0834
E,-1.0090,2.0844
E,-1.0220,2.0875
T,3833.0000,2.0884
E,-1.0350,2.0906
T,3839.0000,2.0934
E,-1.0470,2.0938
E,-1.0590,2.0969
T,3845.0000,2.0984
E,-1.0710,2.1000
E,-1.0820,2.1031
T,3851.0000,2.1034
E,-1.0930,2.1063
