Time (s),Position (ticks)
0.0001,3500
0.0038,3500
0.0088,3500
0.0138,3503
0.0188,3512
0.0238,3526
0.0288,3542
0.0338,3561
0.0388,3583
0.0438,3608
0.0488,3632
0.0538,3632
0.0588,3620
0.0638,3606
0.0688,3587
0.0738,3567
0.0788,3546
0.0838,3523
0.0888,3500
0.0938,3475
0.0988,3450
0.1038,3425
0.1088,3400
0.1138,3377
0.1187,3353
0.1237,3331
0.1287,3309
0.1337,3289
0.1387,3271
0.1437,3253
0.1487,3238
0.1537,3224
0.1587,3212
0.1637,3203
0.1687,3197
0.1737,3192
0.1787,3190
0.1837,3189
0.1887,3190
0.1937,3193
0.1987,3201
0.2037,3210
0.2087,3222
0.2137,3237
0.2187,3254
0.2237,3273
0.2287,3295
0.2337,3319
0.2388,3343
0.2437,3370
0.2487,3397
0.2537,3427
0.2587,3456
0.2637,3487
0.2687,3518
0.2737,3551
0.2787,3583
0.2837,3615
0.2887,3646
0.2937,3677
0.2987,3708
0.3037,3739
0.3087,3768
0.3137,3795
0.3187,3823
0.3237,3849
0.3287,3872
0.3337,3894
0.3387,3913
0.3437,3930
0.3487,3945
0.3537,3959
0.3587,3969
0.3637,3977
0.3687,3982
0.3737,3985
0.3787,3986
0.3837,3984
0.3887,3980
0.3937,3972
0.3987,3962
0.4037,3949
0.4087,3933
0.4137,3915
0.4187,3894
0.4236,3873
0.4286,3848
0.4336,3822
0.4386,3795
0.4436,3767
0.4486,3737
0.4536,3705
0.4586,3674
0.4636,3641
0.4686,3609
0.4736,3577
0.4786,3546
0.4836,3514
0.4886,3482
0.4936,3451
0.4986,3421
0.5036,3392
0.5086,3365
0.5136,3339
0.5186,3315
0.5236,3294
0.5286,3274
0.5336,3257
0.5386,3241
0.5436,3228
0.5486,3218
0.5536,3210
0.5587,3206
0.5636,3204
0.5686,3203
0.5736,3205
0.5786,3210
0.5836,3218
0.5886,3229
0.5936,3244
0.5986,3260
0.6036,3280
0.6086,3302
0.6136,3326
0.6186,3351
0.6236,3378
0.6286,3406
0.6336,3436
0.6386,3467
0.6436,3498
0.6486,3531
0.6536,3565
0.6586,3597
0.6636,3630
0.6686,3662
0.6736,3694
0.6786,3725
0.6836,3755
0.6886,3784
0.6936,3812
0.6986,3840
0.7036,3864
0.7086,3886
0.7136,3906
0.7186,3925
0.7235,3940
0.7285,3953
0.7335,3963
0.7385,3971
0.7435,3976
0.7485,3978
0.7535,3978
0.7585,3976
0.7635,3970
0.7685,3961
0.7735,3949
0.7785,3934
0.7835,3915
0.7885,3896
0.7935,3873
0.7985,3849
0.8035,3823
0.8085,3795
0.8135,3767
0.8185,3735
0.8235,3703
0.8285,3670
0.8335,3637
0.8385,3604
0.8435,3571
0.8485,3538
0.8535,3507
0.8585,3473
0.8635,3443
0.8685,3411
0.8735,3383
0.8786,3355
0.8835,3331
0.8885,3307
0.8935,3286
0.8985,3268
0.9035,3251
0.9085,3237
0.9135,3226
0.9185,3218
0.9235,3214
0.9285,3211
0.9335,3211
0.9385,3213
0.9435,3218
0.9485,3227
0.9535,3239
0.9585,3254
0.9635,3272
0.9685,3293
0.9735,3316
0.9785,3341
0.9835,3367
0.9885,3396
0.9935,3426
0.9985,3457
1.0035,3490
1.0085,3523
1.0135,3556
1.0185,3591
1.0235,3623
1.0285,3657
1.0335,3689
1.0385,3721
1.0434,3753
1.0484,3782
1.0534,3811
1.0584,3838
1.0634,3863
1.0684,3885
1.0734,3906
1.0784,3923
1.0834,3938
1.0884,3951
1.0934,3960
1.0984,3966
1.1034,3970
1.1084,3971
1.1134,3969
1.1184,3965
1.1234,3957
1.1284,3945
1.1334,3931
1.1384,3913
1.1434,3893
1.1484,3870
1.1534,3845
1.1584,3818
1.1634,3790
1.1684,3759
1.1734,3728
1.1784,3695
1.1834,3661
1.1884,3627
1.1934,3594
1.1985,3559
1.2034,3527
1.2084,3494
1.2134,3460
1.2184,3429
1.2234,3398
1.2284,3370
1.2334,3344
1.2384,3320
1.2434,3297
1.2484,3277
1.2534,3260
1.2584,3245
1.2634,3233
1.2684,3225
1.2734,3219
1.2784,3218
1.2834,3217
1.2884,3220
1.2934,3226
1.2984,3236
1.3034,3249
1.3084,3265
1.3134,3284
1.3184,3306
1.3234,3331
1.3284,3357
1.3334,3386
1.3384,3415
1.3434,3446
1.3484,3479
1.3534,3513
1.3584,3547
1.3634,3582
1.3683,3616
1.3733,3650
1.3783,3683
1.3833,3716
1.3883,3748
1.3933,3778
1.3983,3808
1.4033,3836
1.4083,3861
1.4133,3883
1.4183,3904
1.4233,3921
1.4283,3935
1.4333,3946
1.4383,3956
1.4433,3961
1.4483,3964
1.4533,3964
1.4583,3961
1.4633,3954
1.4683,3944
1.4733,3931
1.4783,3913
1.4833,3894
1.4883,3871
1.4933,3847
1.4983,3819
1.5033,3791
1.5083,3759
1.5133,3727
1.5184,3693
1.5233,3659
1.5283,3625
1.5333,3591
1.5383,3556
1.5433,3522
1.5483,3488
1.5533,3455
1.5583,3423
1.5633,3392
1.5683,3364
1.5733,3338
1.5783,3314
1.5833,3293
1.5883,3274
1.5933,3258
1.5983,3244
1.6033,3234
1.6083,3228
1.6133,3224
1.6183,3224
1.6233,3226
1.6283,3231
1.6333,3241
1.6383,3253
1.6433,3270
1.6483,3290
1.6533,3312
1.6583,3337
1.6633,3364
1.6683,3393
1.6732,3423
1.6782,3456
1.6833,3489
1.6882,3524
1.6932,3559
1.6982,3595
1.7032,3629
1.7082,3663
1.7132,3697
1.7182,3730
1.7232,3763
1.7282,3793
1.7332,3821
1.7382,3848
1.7432,3871
1.7482,3893
1.7532,3912
1.7582,3927
1.7632,3939
1.7682,3949
1.7732,3954
1.7782,3957
1.7832,3957
1.7882,3954
1.7932,3947
1.7982,3936
1.8032,3922
1.8082,3904
1.8132,3884
1.8182,3861
1.8232,3834
1.8282,3806
1.8332,3776
1.8383,3743
1.8432,3710
1.8482,3676
1.8532,3641
1.8582,3605
1.8632,3570
1.8682,3536
1.8732,3501
1.8782,3467
1.8832,3434
1.8882,3403
1.8932,3373
1.8982,3347
1.9032,3321
1.9082,3299
1.9132,3280
1.9182,3264
1.9232,3250
1.9282,3240
1.9332,3233
1.9382,3230
1.9432,3230
1.9482,3233
1.9532,3239
1.9582,3249
1.9632,3264
1.9682,3282
1.9732,3303
1.9782,3327
1.9832,3352
1.9882,3381
1.9932,3412
1.9981,3443
2.0031,3478
2.0081,3512
2.0131,3548
2.0181,3584
2.0231,3619
2.0281,3654
2.0331,3689
2.0381,3723
2.0431,3756
2.0481,3786
2.0531,3815
2.0581,3843
2.0631,3867
2.0681,3889
2.0731,3908
2.0781,3923
2.0831,3934
2.0881,3944
2.0931,3949
2.0981,3951
2.1031,3951
2.1081,3946
2.1131,3938
2.1181,3926
2.1231,3910
2.1281,3891
2.1331,3868
2.1381,3843
2.1431,3815
2.1481,3785
2.1531,3753
2.1581,3719
2.1631,3685
2.1681,3650
2.1731,3614
2.1781,3578
2.1831,3542
2.1881,3508
2.1931,3473
2.1981,3439
2.2031,3407
2.2081,3377
2.213,3349
2.2181,3324
2.223,3302
2.2281,3283
2.233,3267
2.238,3254
2.243,3244
2.2481,3238
2.253,3236
2.258,3236
2.263,3240
2.268,3248
2.273,3260
2.278,3277
2.283,3297
2.288,3320
2.293,3344
2.298,3373
2.303,3404
2.308,3435
2.313,3469
2.318,3504
2.323,3540
2.328,3577
2.333,3613
2.338,3649
2.343,3684
2.348,3718
2.353,3751
2.358,3783
2.363,3812
2.368,3841
2.373,3865
2.378,3887
2.383,3905
2.388,3920
2.393,3932
