Time (s),Position (ticks)
0.0003,3500
0.0031,3500
0.0081,3500
0.0131,3502
0.0181,3510
0.0231,3522
0.0281,3539
0.0331,3559
0.0381,3577
0.0431,3577
0.0481,3576
0.0531,3576
0.0581,3575
0.0631,3575
0.0681,3577
0.0731,3577
0.0781,3578
0.0831,3580
0.0881,3582
0.0931,3582
0.0981,3583
0.1031,3583
0.1081,3585
0.1131,3586
0.1181,3586
0.1231,3587
0.1281,3589
0.1331,3590
0.1381,3590
0.1431,3590
0.148,3590
0.1531,3590
0.158,3590
0.163,3590
0.168,3590
0.173,3590
0.178,3591
0.183,3590
0.188,3590
0.193,3593
0.198,3595
0.203,3595
0.208,3595
0.213,3595
0.218,3597
0.223,3598
0.228,3596
0.233,3595
0.238,3595
0.243,3595
0.248,3595
0.253,3594
0.258,3595
0.263,3594
0.2687,3594
0.273,3594
0.278,3594
0.283,3594
0.288,3594
0.293,3594
0.298,3594
0.303,3594
0.308,3593
0.313,3593
0.318,3591
0.323,3591
0.328,3589
0.333,3589
0.338,3589
0.343,3590
0.348,3590
0.353,3591
0.358,3591
0.363,3593
0.368,3593
0.373,3593
0.378,3593
0.383,3594
0.388,3594
0.393,3594
0.398,3593
0.403,3594
0.408,3594
0.4129,3594
0.4179,3594
0.4229,3594
0.4279,3594
0.4329,3594
0.4379,3594
0.4429,3593
0.4479,3593
0.4529,3594
0.4579,3594
0.4629,3593
0.4679,3593
0.4729,3592
0.4779,3592
0.4829,3592
0.4879,3593
0.4929,3592
0.4979,3590
0.5029,3588
0.5079,3588
0.5129,3587
0.5179,3585
0.5229,3586
0.5279,3587
0.5329,3588
0.5379,3589
0.5429,3588
0.5479,3589
0.5529,3589
0.5579,3590
0.5629,3590
0.5679,3591
0.5729,3592
0.5779,3592
0.5829,3593
0.5886,3593
0.5929,3595
0.5979,3595
0.6029,3595
0.6079,3595
0.6129,3595
0.6179,3594
0.6229,3594
0.6279,3594
0.6329,3593
0.6379,3592
0.6429,3591
0.6479,3591
0.6529,3591
0.6579,3592
0.6629,3592
0.6679,3591
0.6729,3592
0.6779,3592
0.6829,3591
0.6879,3591
0.6929,3591
0.6979,3591
0.7029,3590
0.7079,3590
0.7129,3590
0.7178,3590
0.7228,3590
0.7278,3591
0.7328,3592
0.7378,3592
0.7428,3592
0.7478,3592
0.7528,3593
0.7578,3594
0.7628,3592
0.7678,3593
0.7728,3592
0.7778,3592
0.7828,3595
0.7878,3593
0.7928,3590
0.7978,3588
0.8028,3585
0.8078,3584
0.8128,3585
0.8178,3588
0.8228,3588
0.8278,3590
0.8328,3590
0.8378,3591
0.8428,3591
0.8478,3591
0.8528,3590
0.8578,3590
0.8628,3591
0.8678,3591
0.8728,3591
0.8778,3591
0.8828,3591
0.8878,3591
0.8928,3592
0.8978,3593
0.9028,3592
0.9085,3592
0.9128,3592
0.9178,3593
0.9228,3592
0.9277,3591
0.9327,3590
0.9377,3589
0.9427,3589
0.9477,3588
0.9527,3587
0.9577,3587
0.9627,3587
0.9677,3588
0.9727,3591
0.9777,3591
0.9827,3591
0.9877,3592
0.9927,3593
0.9977,3593
1.0027,3593
1.0077,3593
1.0127,3593
1.0177,3594
1.0227,3594
1.0277,3594
1.0327,3594
1.0377,3594
1.0427,3594
1.0477,3594
1.0527,3594
1.0577,3595
1.0627,3595
1.0677,3595
1.0727,3596
1.0777,3597
1.0827,3595
1.0877,3594
1.0927,3593
1.0977,3593
1.1027,3594
1.1077,3593
1.1127,3593
1.1177,3592
1.1227,3591
1.1277,3592
1.1327,3592
1.1377,3591
1.1427,3592
1.1477,3592
1.1527,3592
1.1577,3591
1.1627,3590
1.1677,3590
1.1727,3590
1.1777,3590
1.1827,3590
1.1877,3590
1.1927,3591
1.1977,3591
1.2027,3591
1.2077,3591
1.2127,3591
1.2177,3592
1.2227,3594
1.2284,3594
1.2326,3594
1.2377,3593
1.2426,3594
1.2476,3594
1.2526,3594
1.2577,3594
1.2626,3594
1.2676,3594
1.2726,3594
1.2777,3595
1.2826,3595
1.2876,3594
1.2926,3594
1.2977,3593
1.3026,3593
1.3076,3592
1.3126,3592
1.3177,3592
1.3226,3592
1.3276,3593
1.3326,3592
1.3377,3592
1.3426,3591
1.3476,3593
1.3526,3593
1.3577,3590
1.3626,3589
1.3676,3589
1.3726,3589
1.3776,3589
1.3826,3587
1.3876,3589
1.3926,3589
1.3976,3589
1.4026,3590
1.4076,3590
1.4126,3590
1.4176,3591
1.4226,3591
1.4276,3591
1.4326,3592
1.4376,3592
1.4426,3592
1.4476,3592
1.4525,3593
1.4575,3593
1.4625,3593
1.4675,3593
1.4725,3593
1.4775,3593
1.4825,3593
1.4875,3592
1.4925,3592
1.4975,3591
1.5025,3591
1.5075,3591
1.5125,3591
1.5175,3593
1.5225,3593
1.5275,3593
1.5325,3593
1.5375,3593
1.5425,3593
1.5482,3593
1.5525,3593
1.5575,3593
1.5625,3593
1.5675,3593
1.5725,3593
1.5775,3593
1.5825,3593
1.5875,3593
1.5925,3594
1.5975,3593
1.6025,3593
1.6075,3594
1.6125,3593
1.6175,3594
1.6225,3592
1.6275,3594
1.6325,3596
1.6375,3595
1.6425,3593
1.6475,3590
1.6525,3588
1.6575,3589
1.6625,3592
1.6675,3591
1.6725,3593
1.6775,3593
1.6825,3593
1.6875,3593
1.6925,3593
1.6975,3593
1.7025,3593
1.7075,3593
1.7125,3593
1.7175,3593
1.7224,3593
1.7274,3592
1.7324,3592
1.7374,3592
1.7424,3592
1.7474,3592
1.7524,3592
1.7574,3593
1.7624,3593
1.7674,3593
1.7724,3593
1.7774,3593
1.7824,3592
1.7874,3592
1.7924,3590
1.7974,3590
1.8024,3589
1.8074,3589
1.8124,3589
1.8174,3589
1.8224,3589
1.8274,3589
1.8324,3589
1.8374,3590
1.8424,3590
1.8474,3591
1.8524,3592
1.8574,3592
1.8624,3593
1.8681,3592
1.8724,3592
1.8774,3593
1.8824,3593
1.8874,3593
1.8924,3592
1.8974,3593
1.9024,3595
1.9074,3594
1.9124,3591
1.9174,3588
1.9224,3585
1.9274,3584
1.9324,3587
1.9374,3587
1.9424,3587
1.9474,3588
1.9524,3588
1.9574,3588
1.9624,3589
1.9674,3589
1.9724,3589
1.9774,3589
1.9824,3590
1.9874,3590
1.9924,3591
1.9974,3590
2.0024,3590
2.0074,3591
2.0124,3591
2.0174,3591
2.0224,3591
2.0274,3591
2.0323,3591
2.0373,3591
2.0423,3593
2.0473,3594
2.0523,3594
2.0573,3594
2.0623,3593
2.0673,3593
2.0723,3593
2.0773,3593
2.0823,3593
2.0873,3593
2.0923,3592
2.0973,3592
2.1023,3592
2.1073,3592
2.1123,3592
2.1173,3591
2.1223,3592
2.1273,3591
2.1323,3591
2.1373,3591
2.1423,3591
2.1473,3591
2.1523,3592
2.1573,3591
2.1623,3592
2.1673,3590
2.1723,3591
2.1773,3594
2.1823,3596
2.188,3599
2.1923,3601
2.1973,3601
2.2023,3598
2.2073,3598
2.2123,3598
2.2173,3597
2.2223,3597
2.2273,3597
2.2323,3597
2.2373,3596
2.2422,3596
2.2472,3596
2.2522,3596
2.2572,3596
2.2622,3596
2.2672,3596
2.2722,3595
2.2772,3595
2.2822,3595
2.2872,3594
2.2922,3594
2.2972,3594
2.3022,3594
2.3072,3594
2.3122,3594
2.3172,3594
2.3222,3594
2.3272,3594
2.3322,3594
2.3372,3594
2.3422,3593
2.3472,3593
2.3522,3592
2.3572,3592
2.3622,3592
2.3672,3592
2.3722,3592
2.3772,3592
2.3822,3592
2.3872,3593
2.3922,3593
2.3972,3593
2.4022,3593
2.4072,3593
2.4122,3593
2.4172,3593
2.4222,3592
2.4272,3592
2.4322,3594
2.4372,3591
2.4422,3589
2.4472,3588
2.4522,3585
2.4572,3583
2.4622,3585
2.4672,3587
2.4722,3586
2.4772,3588
2.4822,3588
2.4872,3588
2.4922,3589
2.4972,3589
2.5022,3590
2.5078,3590
2.5122,3590
2.5172,3591
2.5222,3591
2.5272,3592
2.5322,3592
2.5372,3592
2.5422,3592
2.5472,3592
2.5522,3592
2.5572,3592
2.5621,3592
2.5672,3593
2.5721,3593
2.5771,3593
2.5821,3593
2.5872,3594
2.5921,3593
2.5971,3593
2.6021,3593
2.6071,3593
2.6121,3594
2.6171,3594
2.6221,3594
2.6271,3594
2.6321,3595
2.6371,3594
2.6421,3594
2.6471,3593
2.6521,3593
2.6571,3593
