Time (s),Position (ticks)
0.0002,3500
0.0027,3500
0.0077,3500
0.0127,3502
0.0177,3510
0.0227,3523
0.0277,3539
0.0327,3558
0.0377,3580
0.0427,3591
0.0477,3592
0.0527,3591
0.0577,3591
0.0627,3591
0.0677,3592
0.0727,3592
0.0777,3593
0.0827,3594
0.0877,3595
0.0927,3595
0.0977,3595
0.1027,3594
0.1077,3593
0.1127,3592
0.1177,3591
0.1227,3590
0.1277,3588
0.1327,3588
0.1377,3587
0.1427,3587
0.1477,3588
0.1527,3590
0.1577,3592
0.1627,3594
0.1677,3595
0.1727,3595
0.1777,3595
0.1827,3595
0.1877,3595
0.1927,3594
0.1977,3591
0.2027,3590
0.2077,3590
0.2127,3590
0.2177,3590
0.2227,3591
0.2276,3593
0.2326,3594
0.2376,3595
0.2426,3595
0.2476,3595
0.2526,3593
0.2576,3592
0.2626,3591
0.2676,3590
0.2726,3590
0.2776,3591
0.2826,3591
0.2876,3593
0.2926,3594
0.2976,3594
0.3026,3594
0.3076,3593
0.3126,3592
0.3176,3591
0.3226,3591
0.3276,3591
0.3326,3592
0.3376,3593
0.3426,3594
0.3476,3594
0.3526,3593
0.3576,3592
0.3626,3591
0.3676,3591
0.3726,3591
0.3776,3592
0.3826,3593
0.3876,3593
0.3926,3593
0.3976,3593
0.4026,3592
0.4076,3591
0.4126,3591
0.4176,3592
0.4226,3593
0.4276,3593
0.4326,3593
0.4376,3593
0.4426,3592
0.4476,3591
0.4525,3592
0.4575,3592
0.4625,3593
0.4676,3593
0.4725,3593
0.4775,3592
0.4825,3591
0.4875,3592
0.4925,3592
0.4975,3593
0.5025,3593
0.5075,3593
0.5125,3592
0.5175,3592
0.5225,3592
0.5275,3593
0.5325,3593
0.5375,3593
0.5425,3592
0.5475,3592
0.5525,3592
0.5575,3592
0.5625,3593
0.5675,3593
0.5725,3592
0.5775,3591
0.5825,3591
0.5875,3592
0.5925,3593
0.5975,3593
0.6025,3592
0.6075,3592
0.6125,3592
0.6175,3592
0.6225,3593
0.6275,3593
0.6325,3592
0.6375,3592
0.6425,3592
0.6475,3593
0.6525,3593
0.6575,3592
0.6625,3592
0.6675,3592
0.6725,3592
0.6775,3593
0.6825,3592
0.6875,3592
0.6925,3592
0.6975,3592
0.7025,3593
0.7075,3592
0.7125,3592
0.7175,3592
0.7224,3592
0.7274,3593
0.7325,3592
0.7374,3592
0.7424,3592
0.7474,3592
0.7534,3593
0.7574,3592
0.7624,3592
0.7674,3592
0.7725,3593
0.7774,3593
0.7824,3592
0.7874,3592
0.7925,3592
0.7974,3593
0.8024,3592
0.8074,3592
0.8125,3592
0.8174,3593
0.8224,3593
0.8274,3592
0.8325,3592
0.8374,3592
0.8424,3593
0.8474,3593
0.8525,3592
0.8574,3592
0.8624,3592
0.8674,3592
0.8724,3592
0.8774,3592
0.8824,3593
0.8874,3593
0.8924,3592
0.8974,3592
0.9024,3593
0.9074,3593
0.9124,3592
0.9174,3592
0.9224,3593
0.9274,3593
0.9324,3592
0.9374,3592
0.9424,3593
0.9474,3593
0.9524,3592
0.9574,3592
0.9624,3592
0.9674,3592
0.9724,3592
0.9774,3592
0.9824,3592
0.9874,3592
0.9924,3592
0.9974,3593
1.0024,3593
1.0074,3592
1.0124,3592
1.0174,3593
1.0224,3593
1.0274,3592
1.0323,3592
1.0373,3593
1.0423,3592
1.0473,3592
1.0523,3592
1.0573,3592
1.0623,3592
1.0673,3592
1.0723,3593
1.0773,3592
1.0823,3592
1.0873,3593
1.0923,3593
1.0973,3592
1.1023,3592
1.1073,3592
1.1123,3592
1.1173,3592
1.1223,3593
1.1273,3592
1.1323,3592
1.1373,3592
1.1423,3592
1.1473,3592
1.1523,3593
1.1573,3593
1.1623,3592
1.1673,3592
1.1723,3593
1.1773,3592
1.1823,3592
1.1873,3592
1.1923,3592
1.1973,3592
1.2023,3593
1.2073,3592
1.2123,3592
1.2173,3592
1.2223,3592
1.2273,3592
1.2323,3593
1.2373,3592
