Time (s),Position (ticks)
0.0002,3501
0.0035,3501
0.0085,3501
0.0135,3503
0.0185,3512
0.0235,3524
0.0285,3541
0.0335,3562
0.0385,3584
0.0435,3605
0.0485,3606
0.0535,3602
0.0585,3600
0.0635,3597
0.0685,3596
0.0735,3594
0.0785,3594
0.0835,3593
0.0885,3593
0.0935,3593
0.0985,3593
0.1035,3593
0.1087,3592
0.1135,3592
0.1185,3592
0.1234,3592
0.1284,3592
0.1334,3592
0.1384,3592
0.1434,3592
0.1484,3592
0.1534,3593
0.1584,3593
0.1634,3593
0.1684,3593
0.1734,3593
0.1784,3593
0.1834,3593
0.1884,3593
0.1934,3593
0.1984,3593
0.2034,3593
0.2084,3593
0.2134,3593
0.2184,3593
0.2234,3593
0.2284,3593
0.2334,3593
0.2384,3593
0.2434,3593
0.2484,3593
0.2534,3593
0.2584,3593
0.2634,3593
0.2684,3593
0.2734,3593
0.2784,3593
0.2834,3593
0.2884,3593
0.2934,3593
0.2984,3593
0.3034,3593
0.3084,3593
0.3134,3593
0.3184,3593
0.3234,3593
0.3284,3593
0.3334,3593
0.3384,3593
0.3434,3593
0.3484,3593
0.3534,3593
0.3584,3593
0.3634,3593
0.3684,3593
0.3734,3593
0.3784,3593
0.3834,3593
0.3884,3593
0.3934,3593
0.3984,3593
0.4034,3593
0.4084,3593
0.4134,3593
0.4184,3593
0.4234,3593
0.4286,3593
0.4333,3593
0.4383,3593
0.4433,3593
0.4483,3593
0.4533,3593
0.4583,3593
0.4633,3593
0.4683,3593
0.4733,3593
0.4783,3593
0.4833,3593
0.4883,3593
0.4933,3593
0.4983,3593
0.5033,3593
0.5083,3593
0.5133,3593
0.5183,3593
0.5233,3593
0.5283,3593
0.5333,3593
0.5383,3593
0.5433,3593
0.5483,3593
0.5533,3593
0.5583,3593
0.5633,3593
0.5683,3593
0.5733,3593
0.5783,3593
0.5833,3593
0.5883,3593
0.5933,3593
0.5983,3593
0.6033,3593
0.6083,3593
0.6133,3593
0.6183,3593
0.6233,3593
0.6283,3593
0.6332,3593
0.6382,3593
0.6432,3593
0.6482,3593
0.6532,3593
0.6582,3593
0.6632,3593
0.6682,3593
0.6732,3593
0.6782,3593
0.6832,3593
0.6882,3593
0.6932,3593
0.6982,3593
0.7032,3593
0.7082,3593
0.7132,3593
0.7182,3593
0.7232,3593
0.7282,3593
0.7332,3593
0.7382,3593
0.7432,3593
0.7485,3593
0.7532,3593
0.7582,3593
0.7632,3593
0.7682,3593
0.7732,3593
0.7782,3593
0.7832,3593
0.7882,3593
0.7932,3593
0.7982,3593
0.8032,3593
0.8082,3593
