type,value,time
E,2.1300,0.0000
G,4000.0000,0.8900
T,3998.0000,0.8905
E,2.1300,0.0000
G,4000.0000,0.9000
T,3998.0000,0.9006
E,2.1300,0.0000
G,4000.0000,0.9100
T,3998.0000,0.9107
E,2.1300,0.0000
G,4000.0000,0.9200
T,3998.0000,0.9208
E,2.1300,0.0000
G,4000.0000,0.9300
T,3998.0000,0.9309
E,2.1300,0.0000
G,4000.0000,0.9400
T,3998.0000,0.9411
E,2.1300,0.0000
G,4000.0000,0.9500
T,3998.0000,0.9502
E,2.1300,0.0000
G,4000.0000,0.9600
T,3998.0000,0.9603
E,2.1300,0.0000
G,4000.0000,0.9700
T,3998.0000,0.9704
E,2.1300,0.0000
G,4000.0000,0.9800
T,3998.0000,0.9805
E,2.1300,0.0000
G,4000.0000,0.9900
T,3998.0000,0.9906
E,2.1300,1.0000
G,4000.0000,1.0000
T,3998.0000,1.0008
E,2.1300,1.0000
G,4000.0000,1.0100
T,3998.0000,1.0109
E,2.1300,1.0000
G,4000.0000,1.0200
T,3998.0000,1.0210
E,2.1300,1.0000
G,4000.0000,1.0300
T,3998.0000,1.0311
E,2.1300,1.0000
G,4000.0000,1.0400
T,3998.0000,1.0402
E,2.1300,1.0000
G,4000.0000,1.0500
T,3998.0000,1.0503
E,2.1300,1.0000
G,4000.0000,1.0600
T,3998.0000,1.0605
E,2.1300,1.0000
G,4000.0000,1.0700
T,3998.0000,1.0706
E,2.1300,1.0000
G,4000.0000,1.0800
T,3998.0000,1.0807
E,2.1300,1.0000
G,4000.0000,1.0900
T,3998.0000,1.0908
E,2.1300,1.0000
G,4000.0000,1.1000
T,3998.0000,1.1009
E,2.1300,1.0000
G,4000.0000,1.1100
T,3998.0000,1.1111
E,2.1300,1.0000
G,4000.0000,1.1200
T,3998.0000,1.1202
E,2.1300,1.0000
G,4000.0000,1.1300
T,3998.0000,1.1303
E,2.1300,1.0000
G,4000.0000,1.1400
T,3998.0000,1.1404
E,2.1300,1.0000
G,4000.0000,1.1500
T,3998.0000,1.1505
E,2.1300,1.0000
G,4000.0000,1.1600
T,3998.0000,1.1606
E,2.1300,1.0000
G,4000.0000,1.1700
T,3998.0000,1.1708
E,2.1300,1.0000
G,4000.0000,1.1800
T,3998.0000,1.1809
E,2.1300,1.0000
G,4000.0000,1.1900
T,3998.0000,1.1910
E,2.1300,1.0000
G,4000.0000,1.2000
T,3998.0000,1.2001
E,2.1300,1.0000
G,4000.0000,1.2100
T,3998.0000,1.2102
E,2.1300,1.0000
G,4000.0000,1.2200
T,3998.0000,1.2203
E,2.1300,1.0000
G,4000.0000,1.2300
T,3998.0000,1.2305
E,2.1300,1.0000
G,4000.0000,1.2400
T,3998.0000,1.2406
E,2.1300,1.0000
G,4000.0000,1.2500
T,3998.0000,1.2507
E,2.1300,1.0000
G,4000.0000,1.2600
T,3998.0000,1.2608
E,2.1300,1.0000
G,4000.0000,1.2700
T,3998.0000,1.2709
E,2.1300,1.0000
G,4000.0000,1.2800
T,3998.0000,1.2800
E,2.1300,1.0000
G,4000.0000,1.2900
T,3998.0000,1.2902
E,2.1300,1.0000
G,4000.0000,1.3000
T,3998.0000,1.3003
E,2.1300,1.0000
G,4000.0000,1.3100
T,3998.0000,1.3104
E,2.1300,1.0000
G,4000.0000,1.3200
T,3998.0000,1.3205
E,2.1300,1.0000
G,4000.0000,1.3300
T,3998.0000,1.3306
E,2.1300,1.0000
G,4000.0000,1.3400
T,3998.0000,1.3408
E,2.1300,1.0000
G,4000.0000,1.3500
T,3998.0000,1.3509
T,3998.0000,1.3600
E,2.1300,1.0000
G,4000.0000,1.3600
E,2.1300,1.0000
G,4000.0000,1.3700
T,3998.0000,1.3701
E,2.1300,1.0000
G,4000.0000,1.3800
T,3998.0000,1.3802
E,2.1300,1.0000
G,4000.0000,1.3900
T,3998.0000,1.3903
E,2.1300,1.0000
G,4000.0000,1.4000
T,3998.0000,1.4005
E,2.1300,1.0000
G,4000.0000,1.4100
T,3998.0000,1.4106
E,2.1300,1.0000
G,4000.0000,1.4200
T,3998.0000,1.4207
E,2.1300,1.0000
G,4000.0000,1.4300
T,3998.0000,1.4308
T,3998.0000,1.4399
E,2.1300,1.0000
G,4000.0000,1.4400
E,2.1300,1.0000
G,4000.0000,1.4500
T,3998.0000,1.4501
E,2.1300,1.0000
G,4000.0000,1.4600
T,3998.0000,1.4602
E,2.1300,1.0000
G,4000.0000,1.4700
T,3998.0000,1.4703
E,2.1300,1.0000
G,4000.0000,1.4800
T,3998.0000,1.4804
E,2.1300,1.0000
G,4000.0000,1.4900
T,3998.0000,1.4905
E,2.1300,1.0000
G,4000.0000,1.5000
T,3998.0000,1.5007
E,2.1300,1.0000
G,4000.0000,1.5100
T,3998.0000,1.5108
T,3998.0000,1.5199
E,2.1300,1.0000
G,4000.0000,1.5200
T,3998.0000,1.5300
E,2.1300,1.0000
G,4000.0000,1.5300
E,2.1300,1.0000
G,4000.0000,1.5400
T,3998.0000,1.5401
E,2.1300,1.0000
G,4000.0000,1.5500
T,3998.0000,1.5502
E,2.1300,1.0000
G,4000.0000,1.5600
T,3998.0000,1.5604
E,2.1300,1.0000
G,4000.0000,1.5700
T,3998.0000,1.5705
E,2.1300,1.0000
G,4000.0000,1.5800
T,3998.0000,1.5806
E,2.1300,1.0000
G,4000.0000,1.5900
T,3998.0000,1.5907
E,2.1300,1.0000
G,4000.0000,1.6000
T,3998.0000,1.6008
T,3998.0000,1.6100
E,2.1300,1.0000
G,4000.0000,1.6100
E,2.1300,1.0000
G,4000.0000,1.6200
T,3998.0000,1.6201
E,2.1300,1.0000
G,4000.0000,1.6300
T,3998.0000,1.6302
E,2.1300,1.0000
G,4000.0000,1.6400
T,3998.0000,1.6403
E,2.1300,1.0000
G,4000.0000,1.6500
T,3998.0000,1.6504
E,2.1300,1.0000
G,4000.0000,1.6600
T,3998.0000,1.6616
E,2.1300,1.0000
G,4000.0000,1.6700
T,3998.0000,1.6707
E,2.1300,1.0000
G,4000.0000,1.6800
T,3998.0000,1.6808
T,3998.0000,1.6899
E,2.1300,1.0000
G,4000.0000,1.6900
T,3998.0000,1.7000
E,2.1300,1.0000
G,4000.0000,1.7000
E,2.1300,1.0000
G,4000.0000,1.7100
T,3998.0000,1.7101
E,2.1300,1.0000
G,4000.0000,1.7200
T,3998.0000,1.7202
E,2.1300,1.0000
G,4000.0000,1.7300
T,3998.0000,1.7304
E,2.1300,1.0000
G,4000.0000,1.7400
T,3998.0000,1.7405
E,2.1300,1.0000
G,4000.0000,1.7500
T,3998.0000,1.7506
E,2.1300,1.0000
G,4000.0000,1.7600
T,3998.0000,1.7607
T,3998.0000,1.7698
E,2.1300,1.0000
G,4000.0000,1.7700
T,3998.0000,1.7800
E,2.1300,1.0000
G,4000.0000,1.7800
E,2.1300,1.0000
G,4000.0000,1.7900
T,3998.0000,1.7901
E,2.1300,1.0000
G,4000.0000,1.8000
T,3998.0000,1.8002
E,2.1300,1.0000
G,4000.0000,1.8100
T,3998.0000,1.8103
E,2.1300,1.0000
G,4000.0000,1.8200
T,3998.0000,1.8204
E,2.1300,1.0000
G,4000.0000,1.8300
T,3998.0000,1.8305
E,2.1300,1.0000
G,4000.0000,1.8400
T,3998.0000,1.8407
T,3998.0000,1.8498
E,2.1300,1.0000
G,4000.0000,1.8500
T,3998.0000,1.8599
E,2.1300,1.0000
G,4000.0000,1.8600
T,3998.0000,1.8700
E,2.1300,1.0000
G,4000.0000,1.8700
E,2.1300,1.0000
G,4000.0000,1.8800
T,3998.0000,1.8801
E,2.1300,1.0000
G,4000.0000,1.8900
T,3998.0000,1.8902
E,2.1300,1.0000
G,4000.0000,1.9000
T,3998.0000,1.9004
E,2.1300,1.0000
G,4000.0000,1.9100
T,3998.0000,1.9105
E,2.1300,1.0000
G,4000.0000,1.9200
T,3998.0000,1.9206
E,2.1300,1.0000
G,4000.0000,1.9300
T,3998.0000,1.9307
T,3998.0000,1.9398
E,2.1300,1.0000
G,4000.0000,1.9400
T,3998.0000,1.9500
E,2.1300,1.0000
G,4000.0000,1.9500
E,2.1300,1.0000
G,4000.0000,1.9600
T,3998.0000,1.9601
E,2.1300,1.0000
G,4000.0000,1.9700
T,3998.0000,1.9702
E,2.1300,1.0000
G,4000.0000,1.9800
T,3998.0000,1.9813
E,2.1300,1.0000
G,4000.0000,1.9900
T,3998.0000,1.9904
E,2.1300,2.0000
G,4000.0000,2.0000
T,3998.0000,2.0005
E,2.1300,2.0000
G,10000.0000,2.0100
T,3998.0000,2.0107
T,4407.0000,2.0198
E,1.9000,2.0000
G,10000.0000,2.0200
T,5816.0000,2.0299
E,1.1000,2.0000
G,10000.0000,2.0300
T,8048.0000,2.0400
E,-0.2600,2.0000
G,10000.0000,2.0400
E,-1.6300,2.0000
G,10000.0000,2.0500
T,10462.0000,2.0501
E,-2.3300,2.0000
G,10000.0000,2.0600
T,11727.0000,2.0602
E,-2.4100,2.0000
G,10000.0000,2.0700
T,11817.0000,2.0704
E,-1.9400,2.0000
G,10000.0000,2.0800
T,10930.0000,2.0805
E,-1.1800,2.0000
G,10000.0000,2.0900
T,9648.0000,2.0906
T,9430.0000,2.0997
E,-1.0600,2.0000
G,10000.0000,2.1000
T,9590.0000,2.1098
E,-1.1100,2.0000
G,10000.0000,2.1100
T,9765.0000,2.1200
E,-1.2200,2.0000
G,10000.0000,2.1200
E,-1.2800,2.0000
G,10000.0000,2.1300
T,9877.0000,2.1301
E,-1.3100,2.0000
G,10000.0000,2.1400
T,9925.0000,2.1402
E,-1.3200,2.0000
G,10000.0000,2.1500
T,9946.0000,2.1503
E,-1.3300,2.0000
G,10000.0000,2.1600
T,9962.0000,2.1604
E,-1.3400,2.0000
G,10000.0000,2.1700
T,9973.0000,2.1705
T,9983.0000,2.1797
E,-1.3400,2.0000
G,10000.0000,2.1800
T,9989.0000,2.1898
E,-1.3400,2.0000
G,10000.0000,2.1900
T,9994.0000,2.1999
E,-1.3500,2.0000
G,10000.0000,2.2000
T,9994.0000,2.2100
E,-1.3500,2.0000
G,10000.0000,2.2100
E,-1.3500,2.0000
G,10000.0000,2.2200
T,9999.0000,2.2201
E,-1.3500,2.0000
G,10000.0000,2.2300
T,9999.0000,2.2302
E,-1.3500,2.0000
G,10000.0000,2.2400
T,9999.0000,2.2404
E,-1.3500,2.0000
G,10000.0000,2.2500
T,9999.0000,2.2505
T,9999.0000,2.2596
E,-1.3500,2.0000
G,10000.0000,2.2600
T,9999.0000,2.2697
E,-1.3500,2.0000
G,10000.0000,2.2700
T,9999.0000,2.2798
E,-1.3500,2.0000
G,10000.0000,2.2800
T,9999.0000,2.2900
E,-1.3500,2.0000
G,10000.0000,2.2900
E,-1.3500,2.0000
G,10000.0000,2.3000
T,9999.0000,2.3011
E,-1.3500,2.0000
G,10000.0000,2.3100
T,9999.0000,2.3102
E,-1.3500,2.0000
G,10000.0000,2.3200
T,9999.0000,2.3203
E,-1.3500,2.0000
G,10000.0000,2.3300
T,9999.0000,2.3304
E,-1.3500,2.0000
G,10000.0000,2.3400
T,9999.0000,2.3405
T,9999.0000,2.3497
E,-1.3500,2.0000
G,10000.0000,2.3500
T,9999.0000,2.3598
E,-1.3500,2.0000
G,10000.0000,2.3600
T,9999.0000,2.3699
E,-1.3500,2.0000
G,10000.0000,2.3700
T,9999.0000,2.3800
E,-1.3500,2.0000
G,10000.0000,2.3800
E,-1.3500,2.0000
G,10000.0000,2.3900
T,9999.0000,2.3901
E,-1.3500,2.0000
G,10000.0000,2.4000
T,9999.0000,2.4002
E,-1.3500,2.0000
G,10000.0000,2.4100
T,9999.0000,2.4104
E,-1.3500,2.0000
G,10000.0000,2.4200
T,9999.0000,2.4205
T,9999.0000,2.4296
E,-1.3500,2.0000
G,10000.0000,2.4300
T,9999.0000,2.4397
E,-1.3500,2.0000
G,10000.0000,2.4400
T,9999.0000,2.4498
E,-1.3500,2.0000
G,10000.0000,2.4500
T,9999.0000,2.4600
E,-1.3500,2.0000
G,10000.0000,2.4600
E,-1.3500,2.0000
G,10000.0000,2.4700
T,9999.0000,2.4701
E,-1.3500,2.0000
G,10000.0000,2.4800
T,9999.0000,2.4802
E,-1.3500,2.0000
G,10000.0000,2.4900
T,9999.0000,2.4903
E,-1.3500,2.0000
G,10000.0000,2.5000
T,9999.0000,2.5004
T,9999.0000,2.5095
E,-1.3500,2.0000
G,10000.0000,2.5100
T,9999.0000,2.5197
E,-1.3500,2.0000
G,10000.0000,2.5200
T,9999.0000,2.5298
E,-1.3500,2.0000
G,10000.0000,2.5300
T,9999.0000,2.5399
E,-1.3500,2.0000
G,10000.0000,2.5400
T,9999.0000,2.5500
E,-1.3500,2.0000
G,10000.0000,2.5500
E,-1.3500,2.0000
G,10000.0000,2.5600
T,9999.0000,2.5601
E,-1.3500,2.0000
G,10000.0000,2.5700
T,9999.0000,2.5702
E,-1.3500,2.0000
G,10000.0000,2.5800
T,9999.0000,2.5804
T,9999.0000,2.5895
E,-1.3500,2.0000
G,10000.0000,2.5900
T,9999.0000,2.5996
E,-1.3500,2.0000
G,10000.0000,2.6000
T,9999.0000,2.6097
E,-1.3500,2.0000
G,10000.0000,2.6100
E,-1.3500,2.0000
G,10000.0000,2.6200
T,9999.0000,2.6208
T,9999.0000,2.6300
E,-1.3500,2.0000
G,10000.0000,2.6300
E,-1.3500,2.0000
G,10000.0000,2.6400
T,9999.0000,2.6401
E,-1.3500,2.0000
G,10000.0000,2.6500
T,9999.0000,2.6502
E,-1.3500,2.0000
G,10000.0000,2.6600
T,9999.0000,2.6603
E,-1.3500,2.0000
G,10000.0000,2.6700
T,9999.0000,2.6704
T,9999.0000,2.6795
E,-1.3500,2.0000
G,10000.0000,2.6800
T,9999.0000,2.6897
E,-1.3500,2.0000
G,10000.0000,2.6900
T,9999.0000,2.6998
E,-1.3500,2.0000
G,10000.0000,2.7000
T,9999.0000,2.7099
E,-1.3500,2.0000
G,10000.0000,2.7100
T,9999.0000,2.7200
E,-1.3500,2.0000
G,10000.0000,2.7200
E,-1.3500,2.0000
G,10000.0000,2.7300
T,9999.0000,2.7301
E,-1.3500,2.0000
G,10000.0000,2.7400
T,9999.0000,2.7402
E,-1.3500,2.0000
G,10000.0000,2.7500
T,9999.0000,2.7504
T,9999.0000,2.7595
E,-1.3500,2.0000
G,10000.0000,2.7600
T,9999.0000,2.7696
E,-1.3500,2.0000
G,10000.0000,2.7700
T,9999.0000,2.7797
E,-1.3500,2.0000
G,10000.0000,2.7800
T,9999.0000,2.7898
E,-1.3500,2.0000
G,10000.0000,2.7900
T,9999.0000,2.8000
E,-1.3500,2.0000
G,10000.0000,2.8000
E,-1.3500,2.0000
G,10000.0000,2.8100
T,9999.0000,2.8101
E,-1.3500,2.0000
G,10000.0000,2.8200
T,9999.0000,2.8202
E,-1.3500,2.0000
G,10000.0000,2.8300
T,9999.0000,2.8303
T,9999.0000,2.8394
E,-1.3500,2.0000
G,10000.0000,2.8400
T,9999.0000,2.8495
E,-1.3500,2.0000
G,10000.0000,2.8500
T,9999.0000,2.8597
E,-1.3500,2.0000
G,10000.0000,2.8600
T,9999.0000,2.8698
E,-1.3500,2.0000
G,10000.0000,2.8700
T,9999.0000,2.8799
E,-1.3500,2.0000
G,10000.0000,2.8800
T,9999.0000,2.8900
E,-1.3500,2.0000
G,10000.0000,2.8900
E,-1.3500,2.0000
G,10000.0000,2.9000
T,9999.0000,2.9001
E,-1.3500,2.0000
G,10000.0000,2.9100
T,9999.0000,2.9102
T,9999.0000,2.9194
E,-1.3500,2.0000
G,10000.0000,2.9200
T,9999.0000,2.9295
E,-1.3500,2.0000
G,10000.0000,2.9300
E,-1.3500,2.0000
G,10000.0000,2.9400
T,9999.0000,2.9406
T,9999.0000,2.9497
E,-1.3500,2.0000
G,10000.0000,2.9500
T,9999.0000,2.9598
E,-1.3500,2.0000
G,10000.0000,2.9600
T,9999.0000,2.9700
E,-1.3500,2.0000
G,10000.0000,2.9700
E,-1.3500,2.0000
G,10000.0000,2.9800
T,9999.0000,2.9801
E,-1.3500,2.0000
G,10000.0000,2.9900
T,9999.0000,2.9902
T,9999.0000,2.9993
E,-1.3500,3.0000
G,10000.0000,3.0000
T,9999.0000,3.0094
E,-1.3500,3.0000
G,10000.0000,3.0100
T,9999.0000,3.0195
E,-1.3500,3.0000
G,10000.0000,3.0200
T,9999.0000,3.0297
E,-1.3500,3.0000
G,10000.0000,3.0300
T,9999.0000,3.0398
E,-1.3500,3.0000
G,10000.0000,3.0400
T,9999.0000,3.0499
E,-1.3500,3.0000
G,10000.0000,3.0500
T,9999.0000,3.0600
E,-1.3500,3.0000
G,10000.0000,3.0600
E,-1.3500,3.0000
G,10000.0000,3.0700
T,9999.0000,3.0701
T,9999.0000,3.0792
E,-1.3500,3.0000
G,10000.0000,3.0800
T,9999.0000,3.0894
E,-1.3500,3.0000
G,10000.0000,3.0900
T,9999.0000,3.0995
E,-1.3500,3.0000
G,10000.0000,3.1000
T,9999.0000,3.1096
E,-1.3500,3.0000
G,10000.0000,3.1100
T,9999.0000,3.1197
E,-1.3500,3.0000
G,10000.0000,3.1200
T,9999.0000,3.1298
E,-1.3500,3.0000
G,10000.0000,3.1300
T,9999.0000,3.1400
E,-1.3500,3.0000
G,10000.0000,3.1400
E,-1.3500,3.0000
G,10000.0000,3.1500
T,9999.0000,3.1501
E,-1.3500,3.0000
G,10000.0000,3.1600
T,9999.0000,3.1602
T,9999.0000,3.1693
E,-1.3500,3.0000
G,10000.0000,3.1700
T,9999.0000,3.1794
E,-1.3500,3.0000
G,10000.0000,3.1800
T,9999.0000,3.1895
E,-1.3500,3.0000
G,10000.0000,3.1900
T,9999.0000,3.1997
E,-1.3500,3.0000
G,10000.0000,3.2000
T,9999.0000,3.2098
E,-1.3500,3.0000
G,10000.0000,3.2100
T,9999.0000,3.2199
E,-1.3500,3.0000
G,10000.0000,3.2200
T,9999.0000,3.2300
E,-1.3500,3.0000
G,10000.0000,3.2300
E,-1.3500,3.0000
G,10000.0000,3.2400
T,9999.0000,3.2401
T,9999.0000,3.2492
E,-1.3500,3.0000
G,10000.0000,3.2500
E,-1.3500,3.0000
G,10000.0000,3.2600
T,9999.0000,3.2604
T,9999.0000,3.2695
E,-1.3500,3.0000
G,10000.0000,3.2700
T,9999.0000,3.2796
E,-1.3500,3.0000
G,10000.0000,3.2800
T,9999.0000,3.2897
E,-1.3500,3.0000
G,10000.0000,3.2900
T,9999.0000,3.2998
E,-1.3500,3.0000
G,10000.0000,3.3000
T,9999.0000,3.3100
E,-1.3500,3.0000
G,10000.0000,3.3100
E,-1.3500,3.0000
G,10000.0000,3.3200
T,9999.0000,3.3201
T,9999.0000,3.3292
E,-1.3500,3.0000
G,10000.0000,3.3300
T,9999.0000,3.3393
E,-1.3500,3.0000
G,10000.0000,3.3400
T,9999.0000,3.3494
E,-1.3500,3.0000
G,10000.0000,3.3500
T,9999.0000,3.3595
E,-1.3500,3.0000
G,10000.0000,3.3600
T,9999.0000,3.3697
E,-1.3500,3.0000
G,10000.0000,3.3700
T,9999.0000,3.3798
E,-1.3500,3.0000
G,10000.0000,3.3800
T,9999.0000,3.3899
E,-1.3500,3.0000
G,10000.0000,3.3900
T,9999.0000,3.4000
E,-1.3500,3.0000
G,10000.0000,3.4000
T,9999.0000,3.4091
E,-1.3500,3.0000
G,10000.0000,3.4100
T,9999.0000,3.4192
E,-1.3500,3.0000
G,10000.0000,3.4200
T,9999.0000,3.4294
E,-1.3500,3.0000
G,10000.0000,3.4300
T,9999.0000,3.4395
E,-1.3500,3.0000
G,10000.0000,3.4400
T,9999.0000,3.4496
E,-1.3500,3.0000
G,10000.0000,3.4500
T,9999.0000,3.4597
E,-1.3500,3.0000
G,10000.0000,3.4600
T,9999.0000,3.4698
E,-1.3500,3.0000
G,10000.0000,3.4700
T,9999.0000,3.4800
E,-1.3500,3.0000
G,10000.0000,3.4800
E,-1.3500,3.0000
G,10000.0000,3.4900
T,9999.0000,3.4901
T,9999.0000,3.4992
E,-1.3500,3.0000
G,10000.0000,3.5000
T,9999.0000,3.5093
E,-1.3500,3.0000
G,10000.0000,3.5100
T,9999.0000,3.5194
E,-1.3500,3.0000
G,10000.0000,3.5200
T,9999.0000,3.5295
E,-1.3500,3.0000
G,10000.0000,3.5300
T,9999.0000,3.5397
E,-1.3500,3.0000
G,10000.0000,3.5400
T,9999.0000,3.5498
E,-1.3500,3.0000
G,10000.0000,3.5500
T,9999.0000,3.5599
E,-1.3500,3.0000
G,10000.0000,3.5600
T,9999.0000,3.5700
E,-1.3500,3.0000
G,10000.0000,3.5700
E,-1.3500,3.0000
G,10000.0000,3.5800
T,9999.0000,3.5801
T,9999.0000,3.5892
E,-1.3500,3.0000
G,10000.0000,3.5900
T,9999.0000,3.5994
E,-1.3500,3.0000
G,10000.0000,3.6000
T,9999.0000,3.6095
E,-1.3500,3.0000
G,10000.0000,3.6100
T,9999.0000,3.6196
E,-1.3500,3.0000
G,10000.0000,3.6200
