type,value,time
T,2800.0000,1.6787
G,4000.0000,1.6800
T,2800.0000,1.6888
G,4000.0000,1.6900
T,2800.0000,1.6990
G,4000.0000,1.7000
T,2800.0000,1.7081
G,4000.0000,1.7100
T,2800.0000,1.7182
G,4000.0000,1.7200
T,2800.0000,1.7283
G,4000.0000,1.7300
T,2800.0000,1.7384
G,4000.0000,1.7400
T,2800.0000,1.7485
G,4000.0000,1.7500
T,2800.0000,1.7587
G,4000.0000,1.7600
T,2800.0000,1.7688
G,4000.0000,1.7700
T,2800.0000,1.7789
G,4000.0000,1.7800
T,2800.0000,1.7890
G,4000.0000,1.7900
T,2800.0000,1.7981
G,4000.0000,1.8000
T,2800.0000,1.8082
G,4000.0000,1.8100
T,2800.0000,1.8184
G,4000.0000,1.8200
T,2800.0000,1.8285
G,4000.0000,1.8300
T,2800.0000,1.8386
G,4000.0000,1.8400
T,2800.0000,1.8487
G,4000.0000,1.8500
T,2800.0000,1.8588
G,4000.0000,1.8600
T,2800.0000,1.8690
G,4000.0000,1.8700
T,2800.0000,1.8781
G,4000.0000,1.8800
T,2800.0000,1.8882
G,4000.0000,1.8900
T,2800.0000,1.8983
G,4000.0000,1.9000
T,2800.0000,1.9084
G,4000.0000,1.9100
T,2800.0000,1.9185
G,4000.0000,1.9200
T,2800.0000,1.9297
G,4000.0000,1.9300
T,2800.0000,1.9388
G,4000.0000,1.9400
T,2800.0000,1.9489
G,4000.0000,1.9500
T,2800.0000,1.9580
G,4000.0000,1.9600
T,2800.0000,1.9681
G,4000.0000,1.9700
T,2800.0000,1.9782
G,4000.0000,1.9800
T,2800.0000,1.9884
G,4000.0000,1.9900
T,2800.0000,1.9985
G,4000.0000,2.0000
T,2800.0000,2.0086
G,10000.0000,2.0100
T,2856.0000,2.0187
G,10000.0000,2.0200
T,3099.0000,2.0288
G,10000.0000,2.0300
T,3499.0000,2.0379
G,10000.0000,2.0400
T,3970.0000,2.0481
G,10000.0000,2.0500
T,4241.0000,2.0582
G,10000.0000,2.0600
T,4285.0000,2.0683
G,10000.0000,2.0700
T,4141.0000,2.0784
G,10000.0000,2.0800
T,3885.0000,2.0885
G,10000.0000,2.0900
T,3820.0000,2.0986
G,10000.0000,2.1000
T,3847.0000,2.1088
G,10000.0000,2.1100
T,3881.0000,2.1189
G,10000.0000,2.1200
T,3903.0000,2.1280
G,10000.0000,2.1300
T,3914.0000,2.1381
G,10000.0000,2.1400
T,3919.0000,2.1482
G,10000.0000,2.1500
T,3922.0000,2.1584
G,10000.0000,2.1600
T,3924.0000,2.1685
G,10000.0000,2.1700
T,3926.0000,2.1786
G,10000.0000,2.1800
T,3927.0000,2.1887
G,10000.0000,2.1900
T,3928.0000,2.1978
G,10000.0000,2.2000
T,3928.0000,2.2079
G,10000.0000,2.2100
T,3929.0000,2.2181
G,10000.0000,2.2200
T,3929.0000,2.2282
G,10000.0000,2.2300
T,3929.0000,2.2383
G,10000.0000,2.2400
T,3929.0000,2.2494
G,10000.0000,2.2500
T,3929.0000,2.2585
G,10000.0000,2.2600
T,3929.0000,2.2687
G,10000.0000,2.2700
T,3929.0000,2.2788
G,10000.0000,2.2800
T,3929.0000,2.2879
G,10000.0000,2.2900
T,3929.0000,2.2980
G,10000.0000,2.3000
T,3929.0000,2.3081
G,10000.0000,2.3100
T,3929.0000,2.3182
G,10000.0000,2.3200
T,3929.0000,2.3284
G,10000.0000,2.3300
T,3929.0000,2.3385
G,10000.0000,2.3400
T,3929.0000,2.3486
G,10000.0000,2.3500
T,3929.0000,2.3587
G,10000.0000,2.3600
T,3929.0000,2.3678
G,10000.0000,2.3700
T,3929.0000,2.3779
G,10000.0000,2.3800
T,3929.0000,2.3881
G,10000.0000,2.3900
T,3929.0000,2.3982
G,10000.0000,2.4000
T,3929.0000,2.4083
G,10000.0000,2.4100
T,3929.0000,2.4184
G,10000.0000,2.4200
T,3929.0000,2.4285
G,10000.0000,2.4300
T,3929.0000,2.4386
G,10000.0000,2.4400
T,3929.0000,2.4478
G,10000.0000,2.4500
T,3929.0000,2.4579
G,10000.0000,2.4600
T,3929.0000,2.4680
G,10000.0000,2.4700
T,3929.0000,2.4781
G,10000.0000,2.4800
T,3929.0000,2.4882
G,10000.0000,2.4900
T,3929.0000,2.4984
G,10000.0000,2.5000
T,3929.0000,2.5085
G,10000.0000,2.5100
T,3929.0000,2.5186
G,10000.0000,2.5200
T,3929.0000,2.5277
G,10000.0000,2.5300
T,3929.0000,2.5378
G,10000.0000,2.5400
T,3929.0000,2.5479
G,10000.0000,2.5500
T,3929.0000,2.5581
G,10000.0000,2.5600
T,3929.0000,2.5692
G,10000.0000,2.5700
T,3929.0000,2.5783
G,10000.0000,2.5800
T,3929.0000,2.5884
G,10000.0000,2.5900
T,3929.0000,2.5985
G,10000.0000,2.6000
T,3929.0000,2.6087
G,10000.0000,2.6100
T,3929.0000,2.6178
G,10000.0000,2.6200
T,3929.0000,2.6279
G,10000.0000,2.6300
T,3929.0000,2.6380
G,10000.0000,2.6400
T,3929.0000,2.6481
G,10000.0000,2.6500
T,3929.0000,2.6582
G,10000.0000,2.6600
T,3929.0000,2.6684
G,10000.0000,2.6700
T,3929.0000,2.6785
G,10000.0000,2.6800
T,3929.0000,2.6886
G,10000.0000,2.6900
T,3929.0000,2.6977
G,10000.0000,2.7000
T,3929.0000,2.7078
G,10000.0000,2.7100
T,3929.0000,2.7179
G,10000.0000,2.7200
T,3929.0000,2.7281
G,10000.0000,2.7300
T,3929.0000,2.7382
G,10000.0000,2.7400
T,3929.0000,2.7483
G,10000.0000,2.7500
T,3929.0000,2.7584
G,10000.0000,2.7600
T,3929.0000,2.7685
G,10000.0000,2.7700
T,3929.0000,2.7776
G,10000.0000,2.7800
T,3929.0000,2.7878
G,10000.0000,2.7900
T,3929.0000,2.7979
G,10000.0000,2.8000
T,3929.0000,2.8080
G,10000.0000,2.8100
T,3929.0000,2.8181
G,10000.0000,2.8200
T,3929.0000,2.8282
G,10000.0000,2.8300
T,3929.0000,2.8384
G,10000.0000,2.8400
T,3929.0000,2.8485
G,10000.0000,2.8500
T,3929.0000,2.8576
G,10000.0000,2.8600
T,3929.0000,2.8677
G,10000.0000,2.8700
T,3929.0000,2.8778
G,10000.0000,2.8800
T,3929.0000,2.8890
G,10000.0000,2.8900
T,3929.0000,2.8981
G,10000.0000,2.9000
T,3929.0000,2.9082
G,10000.0000,2.9100
T,3929.0000,2.9183
G,10000.0000,2.9200
T,3929.0000,2.9284
G,10000.0000,2.9300
T,3929.0000,2.9385
G,10000.0000,2.9400
T,3929.0000,2.9476
G,10000.0000,2.9500
T,3929.0000,2.9578
G,10000.0000,2.9600
T,3929.0000,2.9679
G,10000.0000,2.9700
T,3929.0000,2.9780
G,10000.0000,2.9800
T,3929.0000,2.9881
G,10000.0000,2.9900
T,3929.0000,2.9982
G,10000.0000,3.0000
T,3929.0000,3.0084
G,10000.0000,3.0100
T,3929.0000,3.0185
G,10000.0000,3.0200
T,3929.0000,3.0276
G,10000.0000,3.0300
T,3929.0000,3.0377
G,10000.0000,3.0400
T,3929.0000,3.0478
G,10000.0000,3.0500
T,3929.0000,3.0579
G,10000.0000,3.0600
T,3929.0000,3.0681
G,10000.0000,3.0700
T,3929.0000,3.0782
G,10000.0000,3.0800
T,3929.0000,3.0883
G,10000.0000,3.0900
T,3929.0000,3.0984
G,10000.0000,3.1000
T,3929.0000,3.1075
G,10000.0000,3.1100
T,3929.0000,3.1177
G,10000.0000,3.1200
T,3929.0000,3.1278
G,10000.0000,3.1300
T,3929.0000,3.1379
G,10000.0000,3.1400
T,3929.0000,3.1480
G,10000.0000,3.1500
T,3929.0000,3.1581
G,10000.0000,3.1600
T,3929.0000,3.1682
G,10000.0000,3.1700
T,3929.0000,3.1784
G,10000.0000,3.1800
T,3929.0000,3.1875
G,10000.0000,3.1900
T,3929.0000,3.1976
G,10000.0000,3.2000
T,3929.0000,3.2087
G,10000.0000,3.2100
T,3929.0000,3.2178
G,10000.0000,3.2200
T,3929.0000,3.2279
G,10000.0000,3.2300
T,3929.0000,3.2381
G,10000.0000,3.2400
T,3929.0000,3.2482
G,10000.0000,3.2500
T,3929.0000,3.2583
G,10000.0000,3.2600
T,3929.0000,3.2674
G,10000.0000,3.2700
T,3929.0000,3.2775
G,10000.0000,3.2800
T,3929.0000,3.2877
G,10000.0000,3.2900
T,3929.0000,3.2978
G,10000.0000,3.3000
T,3929.0000,3.3079
G,10000.0000,3.3100
T,3929.0000,3.3180
G,10000.0000,3.3200
T,3929.0000,3.3281
G,10000.0000,3.3300
T,3929.0000,3.3382
G,10000.0000,3.3400
T,3929.0000,3.3484
G,10000.0000,3.3500
T,3929.0000,3.3575
G,10000.0000,3.3600
T,3929.0000,3.3676
G,10000.0000,3.3700
T,3929.0000,3.3777
G,10000.0000,3.3800
T,3929.0000,3.3878
G,10000.0000,3.3900
T,3929.0000,3.3979
G,10000.0000,3.4000
T,3929.0000,3.4081
G,10000.0000,3.4100
T,3929.0000,3.4182
G,10000.0000,3.4200
T,3929.0000,3.4283
G,10000.0000,3.4300
T,3929.0000,3.4374
G,10000.0000,3.4400
T,3929.0000,3.4475
G,10000.0000,3.4500
T,3929.0000,3.4577
G,10000.0000,3.4600
T,3929.0000,3.4678
G,10000.0000,3.4700
T,3929.0000,3.4779
G,10000.0000,3.4800
T,3929.0000,3.4880
G,10000.0000,3.4900
T,3929.0000,3.4981
G,10000.0000,3.5000
T,3929.0000,3.5082
G,10000.0000,3.5100
T,3929.0000,3.5173
G,10000.0000,3.5200
T,3929.0000,3.5285
G,10000.0000,3.5300
T,3929.0000,3.5376
G,10000.0000,3.5400
T,3929.0000,3.5477
G,10000.0000,3.5500
T,3929.0000,3.5578
G,10000.0000,3.5600
T,3929.0000,3.5679
G,10000.0000,3.5700
T,3929.0000,3.5781
G,10000.0000,3.5800
T,3929.0000,3.5882
G,10000.0000,3.5900
T,3929.0000,3.5973
G,10000.0000,3.6000
T,3929.0000,3.6074
G,10000.0000,3.6100
T,3929.0000,3.6175
G,10000.0000,3.6200
T,3929.0000,3.6277
G,10000.0000,3.6300
T,3929.0000,3.6378
G,10000.0000,3.6400
T,3929.0000,3.6479
G,10000.0000,3.6500
T,3929.0000,3.6580
G,10000.0000,3.6600
T,3929.0000,3.6681
G,10000.0000,3.6700
T,3929.0000,3.6782
G,10000.0000,3.6800
T,3929.0000,3.6873
G,10000.0000,3.6900
T,3929.0000,3.6975
G,10000.0000,3.7000
T,3929.0000,3.7076
G,10000.0000,3.7100
T,3929.0000,3.7177
G,10000.0000,3.7200
T,3929.0000,3.7278
G,10000.0000,3.7300
T,3929.0000,3.7379
G,10000.0000,3.7400
T,3929.0000,3.7481
G,10000.0000,3.7500
T,3929.0000,3.7582
G,10000.0000,3.7600
T,3929.0000,3.7673
G,10000.0000,3.7700
T,3929.0000,3.7774
G,10000.0000,3.7800
T,3929.0000,3.7875
G,10000.0000,3.7900
T,3929.0000,3.7977
G,10000.0000,3.8000
T,3929.0000,3.8078
G,10000.0000,3.8100
T,3929.0000,3.8179
G,10000.0000,3.8200
T,3929.0000,3.8280
G,10000.0000,3.8300
T,3929.0000,3.8381
G,10000.0000,3.8400
T,3929.0000,3.8482
G,10000.0000,3.8500
T,3929.0000,3.8573
G,10000.0000,3.8600
T,3929.0000,3.8675
G,10000.0000,3.8700
T,3929.0000,3.8776
G,10000.0000,3.8800
T,3929.0000,3.8877
G,10000.0000,3.8900
T,3929.0000,3.8978
G,10000.0000,3.9000
T,3929.0000,3.9079
G,10000.0000,3.9100
T,3929.0000,3.9181
G,10000.0000,3.9200
T,3929.0000,3.9272
G,10000.0000,3.9300
T,3929.0000,3.9373
G,10000.0000,3.9400
T,3929.0000,3.9474
G,10000.0000,3.9500
T,3929.0000,3.9575
G,10000.0000,3.9600
T,3929.0000,3.9677
G,10000.0000,3.9700
T,3929.0000,3.9778
G,10000.0000,3.9800
T,3929.0000,3.9879
G,10000.0000,3.9900
T,3929.0000,3.9980
G,10000.0000,4.0000
T,3929.0000,4.0081
G,4000.0000,4.0100
T,3892.0000,4.0172
G,4000.0000,4.0200
T,3671.0000,4.0273
G,4000.0000,4.0300
T,3290.0000,4.0375
G,4000.0000,4.0400
T,2814.0000,4.0476
G,4000.0000,4.0500
T,2525.0000,4.0577
G,4000.0000,4.0600
T,2466.0000,4.0678
G,4000.0000,4.0700
T,2593.0000,4.0779
G,4000.0000,4.0800
T,2840.0000,4.0871
G,4000.0000,4.0900
T,2908.0000,4.0972
G,4000.0000,4.1000
T,2882.0000,4.1073
G,4000.0000,4.1100
T,2850.0000,4.1174
G,4000.0000,4.1200
T,2827.0000,4.1275
G,4000.0000,4.1300
T,2815.0000,4.1377
G,4000.0000,4.1400
T,2810.0000,4.1478
G,4000.0000,4.1500
T,2807.0000,4.1579
G,4000.0000,4.1600
T,2805.0000,4.1680
G,4000.0000,4.1700
T,2803.0000,4.1771
G,4000.0000,4.1800
T,2802.0000,4.1872
G,4000.0000,4.1900
T,2801.0000,4.1974
G,4000.0000,4.2000
T,2801.0000,4.2075
G,4000.0000,4.2100
T,2800.0000,4.2176
G,4000.0000,4.2200
T,2800.0000,4.2277
G,4000.0000,4.2300
T,2800.0000,4.2378
G,4000.0000,4.2400
T,2800.0000,4.2480
G,4000.0000,4.2500
T,2800.0000,4.2571
G,4000.0000,4.2600
T,2800.0000,4.2672
G,4000.0000,4.2700
T,2800.0000,4.2773
G,4000.0000,4.2800
T,2800.0000,4.2874
G,4000.0000,4.2900
T,2800.0000,4.2975
G,4000.0000,4.3000
T,2800.0000,4.3077
G,4000.0000,4.3100
T,2800.0000,4.3178
G,4000.0000,4.3200
T,2800.0000,4.3279
G,4000.0000,4.3300
T,2800.0000,4.3370
G,4000.0000,4.3400
T,2800.0000,4.3471
G,4000.0000,4.3500
T,2800.0000,4.3572
G,4000.0000,4.3600
T,2800.0000,4.3674
G,4000.0000,4.3700
T,2800.0000,4.3775
G,4000.0000,4.3800
T,2800.0000,4.3876
G,4000.0000,4.3900
T,2800.0000,4.3977
G,4000.0000,4.4000
T,2800.0000,4.4078
G,4000.0000,4.4100
T,2800.0000,4.4169
G,4000.0000,4.4200
T,2800.0000,4.4271
G,4000.0000,4.4300
T,2800.0000,4.4372
G,4000.0000,4.4400
T,2800.0000,4.4473
G,4000.0000,4.4500
T,2800.0000,4.4574
G,4000.0000,4.4600
T,2800.0000,4.4675
G,4000.0000,4.4700
T,2800.0000,4.4777
G,4000.0000,4.4800
T,2800.0000,4.4878
G,4000.0000,4.4900
T,2800.0000,4.4979
G,4000.0000,4.5000
T,2800.0000,4.5070
G,4000.0000,4.5100
T,2800.0000,4.5171
G,4000.0000,4.5200
T,2800.0000,4.5272
G,4000.0000,4.5300
T,2800.0000,4.5374
G,4000.0000,4.5400
T,2800.0000,4.5475
G,4000.0000,4.5500
T,2800.0000,4.5576
G,4000.0000,4.5600
T,2800.0000,4.5677
G,4000.0000,4.5700
T,2800.0000,4.5778
G,4000.0000,4.5800
T,2800.0000,4.5869
G,4000.0000,4.5900
T,2800.0000,4.5971
G,4000.0000,4.6000
T,2800.0000,4.6072
G,4000.0000,4.6100
T,2800.0000,4.6173
G,4000.0000,4.6200
T,2800.0000,4.6274
G,4000.0000,4.6300
T,2800.0000,4.6375
G,4000.0000,4.6400
T,2800.0000,4.6477
G,4000.0000,4.6500
T,2800.0000,4.6578
G,4000.0000,4.6600
T,2800.0000,4.6669
G,4000.0000,4.6700
T,2800.0000,4.6770
G,4000.0000,4.6800
T,2800.0000,4.6871
G,4000.0000,4.6900
T,2800.0000,4.6972
G,4000.0000,4.7000
T,2800.0000,4.7074
G,4000.0000,4.7100
T,2800.0000,4.7175
G,4000.0000,4.7200
T,2800.0000,4.7276
G,4000.0000,4.7300
T,2800.0000,4.7377
G,4000.0000,4.7400
T,2800.0000,4.7478
G,4000.0000,4.7500
T,2800.0000,4.7569
G,4000.0000,4.7600
T,2800.0000,4.7671
G,4000.0000,4.7700
T,2800.0000,4.7772
G,4000.0000,4.7800
T,2800.0000,4.7873
G,4000.0000,4.7900
T,2800.0000,4.7974
G,4000.0000,4.8000
T,2800.0000,4.8086
G,4000.0000,4.8100
T,2800.0000,4.8177
G,4000.0000,4.8200
T,2800.0000,4.8268
G,4000.0000,4.8300
T,2800.0000,4.8369
G,4000.0000,4.8400
T,2800.0000,4.8470
G,4000.0000,4.8500
T,2800.0000,4.8571
G,4000.0000,4.8600
T,2800.0000,4.8672
G,4000.0000,4.8700
T,2800.0000,4.8774
G,4000.0000,4.8800
T,2800.0000,4.8875
G,4000.0000,4.8900
T,2800.0000,4.8976
G,4000.0000,4.9000
T,2800.0000,4.9077
G,4000.0000,4.9100
T,2800.0000,4.9168
G,4000.0000,4.9200
T,2800.0000,4.9269
G,4000.0000,4.9300
T,2800.0000,4.9371
G,4000.0000,4.9400
T,2800.0000,4.9472
G,4000.0000,4.9500
T,2800.0000,4.9573
G,4000.0000,4.9600
T,2800.0000,4.9674
G,4000.0000,4.9700
T,2800.0000,4.9775
G,4000.0000,4.9800
T,2800.0000,4.9877
G,4000.0000,4.9900
T,2800.0000,4.9968
G,4000.0000,5.0000
T,2800.0000,5.0069
G,4000.0000,5.0100
T,2800.0000,5.0170
G,4000.0000,5.0200
T,2800.0000,5.0271
G,4000.0000,5.0300
T,2800.0000,5.0372
G,4000.0000,5.0400
T,2800.0000,5.0474
G,4000.0000,5.0500
T,2800.0000,5.0575
G,4000.0000,5.0600
T,2800.0000,5.0676
G,4000.0000,5.0700
T,2800.0000,5.0767
G,4000.0000,5.0800
T,2800.0000,5.0868
G,4000.0000,5.0900
T,2800.0000,5.0969
G,4000.0000,5.1000
T,2800.0000,5.1071
G,4000.0000,5.1100
T,2800.0000,5.1172
G,4000.0000,5.1200
T,2800.0000,5.1283
G,4000.0000,5.1300
T,2800.0000,5.1374
G,4000.0000,5.1400
T,2800.0000,5.1475
G,4000.0000,5.1500
T,2800.0000,5.1567
G,4000.0000,5.1600
T,2800.0000,5.1668
G,4000.0000,5.1700
T,2800.0000,5.1769
G,4000.0000,5.1800
T,2800.0000,5.1870
G,4000.0000,5.1900
T,2800.0000,5.1971
G,4000.0000,5.2000
T,2799.0000,5.2072
G,4000.0000,5.2100
T,2799.0000,5.2174
G,4000.0000,5.2200
T,2799.0000,5.2275
G,4000.0000,5.2300
T,2799.0000,5.2376
G,4000.0000,5.2400
T,2800.0000,5.2467
G,4000.0000,5.2500
T,2800.0000,5.2568
G,4000.0000,5.2600
T,2800.0000,5.2669
G,4000.0000,5.2700
T,2800.0000,5.2771
G,4000.0000,5.2800
T,2800.0000,5.2872
G,4000.0000,5.2900
T,2800.0000,5.2973
G,4000.0000,5.3000
T,2800.0000,5.3074
G,4000.0000,5.3100
T,2800.0000,5.3175
G,4000.0000,5.3200
T,2800.0000,5.3267
G,4000.0000,5.3300
T,2800.0000,5.3368
G,4000.0000,5.3400
T,2800.0000,5.3469
G,4000.0000,5.3500
T,2800.0000,5.3570
