type,value,time
G,4000.0000,4.2800
T,2800.0000,4.2803
G,4000.0000,4.2900
T,2800.0000,4.2905
G,4000.0000,4.3000
T,2800.0000,4.3006
T,2800.0000,4.3097
G,4000.0000,4.3100
T,2800.0000,4.3198
G,4000.0000,4.3200
T,2800.0000,4.3299
G,4000.0000,4.3300
G,4000.0000,4.3400
T,2800.0000,4.3400
G,4000.0000,4.3500
T,2800.0000,4.3502
G,4000.0000,4.3600
T,2800.0000,4.3603
G,4000.0000,4.3700
T,2800.0000,4.3704
G,4000.0000,4.3800
T,2800.0000,4.3805
T,2800.0000,4.3896
G,4000.0000,4.3900
T,2800.0000,4.3997
G,4000.0000,4.4000
T,2800.0000,4.4099
G,4000.0000,4.4100
T,2800.0000,4.4200
G,4000.0000,4.4200
G,4000.0000,4.4300
T,2800.0000,4.4301
G,4000.0000,4.4400
T,2800.0000,4.4402
G,4000.0000,4.4500
T,2800.0000,4.4503
G,4000.0000,4.4600
T,2800.0000,4.4605
T,2800.0000,4.4696
G,4000.0000,4.4700
T,2800.0000,4.4797
G,4000.0000,4.4800
T,2800.0000,4.4898
G,4000.0000,4.4900
T,2800.0000,4.4999
G,4000.0000,4.5000
G,4000.0000,4.5100
T,2800.0000,4.5100
G,4000.0000,4.5200
T,2800.0000,4.5202
G,4000.0000,4.5300
T,2800.0000,4.5303
G,4000.0000,4.5400
T,2800.0000,4.5404
T,2800.0000,4.5495
G,4000.0000,4.5500
T,2800.0000,4.5596
G,4000.0000,4.5600
T,2800.0000,4.5698
G,4000.0000,4.5700
T,2800.0000,4.5799
G,4000.0000,4.5800
T,2800.0000,4.5900
G,4000.0000,4.5900
G,4000.0000,4.6000
T,2800.0000,4.6001
G,4000.0000,4.6100
T,2800.0000,4.6102
G,4000.0000,4.6200
T,2800.0000,4.6203
G,4000.0000,4.6300
T,2800.0000,4.6305
T,2800.0000,4.6396
G,4000.0000,4.6400
T,2800.0000,4.6497
G,4000.0000,4.6500
T,2800.0000,4.6598
G,4000.0000,4.6600
T,2800.0000,4.6699
G,4000.0000,4.6700
G,4000.0000,4.6800
T,2800.0000,4.6801
G,4000.0000,4.6900
T,2800.0000,4.6902
G,4000.0000,4.7000
T,2800.0000,4.7003
G,4000.0000,4.7100
T,2800.0000,4.7104
T,2800.0000,4.7195
G,4000.0000,4.7200
T,2800.0000,4.7296
G,4000.0000,4.7300
T,2800.0000,4.7398
G,4000.0000,4.7400
T,2800.0000,4.7499
G,4000.0000,4.7500
T,2800.0000,4.7600
G,4000.0000,4.7600
G,4000.0000,4.7700
T,2800.0000,4.7701
G,4000.0000,4.7800
T,2800.0000,4.7802
G,4000.0000,4.7900
T,2800.0000,4.7903
T,2800.0000,4.7995
G,4000.0000,4.8000
T,2800.0000,4.8096
G,4000.0000,4.8100
T,2800.0000,4.8197
G,4000.0000,4.8200
T,2800.0000,4.8298
G,4000.0000,4.8300
T,2800.0000,4.8399
G,4000.0000,4.8400
G,4000.0000,4.8500
T,2800.0000,4.8501
G,4000.0000,4.8600
T,2800.0000,4.8602
G,4000.0000,4.8700
T,2800.0000,4.8703
T,2800.0000,4.8794
G,4000.0000,4.8800
T,2800.0000,4.8895
G,4000.0000,4.8900
T,2800.0000,4.8996
G,4000.0000,4.9000
T,2800.0000,4.9098
G,4000.0000,4.9100
T,2800.0000,4.9199
G,4000.0000,4.9200
T,2800.0000,4.9300
G,4000.0000,4.9300
G,4000.0000,4.9400
T,2800.0000,4.9401
G,4000.0000,4.9500
T,2800.0000,4.9502
T,2800.0000,4.9593
G,4000.0000,4.9600
T,2800.0000,4.9695
G,4000.0000,4.9700
T,2800.0000,4.9796
G,4000.0000,4.9800
T,2800.0000,4.9897
G,4000.0000,4.9900
T,2800.0000,4.9998
G,4000.0000,5.0000
T,2800.0000,5.0099
G,4000.0000,5.0100
G,4000.0000,5.0200
T,2800.0000,5.0201
G,4000.0000,5.0300
T,2800.0000,5.0302
G,4000.0000,5.0400
T,2800.0000,5.0403
T,2800.0000,5.0494
G,4000.0000,5.0500
G,4000.0000,5.0600
T,2800.0000,5.0605
T,2800.0000,5.0696
G,4000.0000,5.0700
T,2800.0000,5.0798
G,4000.0000,5.0800
T,2800.0000,5.0899
G,4000.0000,5.0900
T,2800.0000,5.1000
G,4000.0000,5.1000
G,4000.0000,5.1100
T,2800.0000,5.1101
G,4000.0000,5.1200
T,2800.0000,5.1202
T,2800.0000,5.1293
G,4000.0000,5.1300
T,2800.0000,5.1395
G,4000.0000,5.1400
T,2800.0000,5.1496
G,4000.0000,5.1500
T,2800.0000,5.1597
G,4000.0000,5.1600
T,2800.0000,5.1698
G,4000.0000,5.1700
T,2800.0000,5.1799
G,4000.0000,5.1800
G,4000.0000,5.1900
T,2800.0000,5.1901
G,4000.0000,5.2000
T,2800.0000,5.2002
T,2800.0000,5.2093
G,4000.0000,5.2100
T,2800.0000,5.2194
G,4000.0000,5.2200
T,2800.0000,5.2295
G,4000.0000,5.2300
T,2800.0000,5.2396
G,4000.0000,5.2400
T,2800.0000,5.2498
G,4000.0000,5.2500
T,2800.0000,5.2599
G,4000.0000,5.2600
T,2800.0000,5.2700
G,4000.0000,5.2700
G,4000.0000,5.2800
T,2800.0000,5.2801
T,2800.0000,5.2892
G,4000.0000,5.2900
T,2800.0000,5.2993
G,4000.0000,5.3000
T,2800.0000,5.3095
G,4000.0000,5.3100
T,2800.0000,5.3196
G,4000.0000,5.3200
T,2800.0000,5.3297
G,4000.0000,5.3300
T,2800.0000,5.3398
G,4000.0000,5.3400
T,2800.0000,5.3499
G,4000.0000,5.3500
